step-ag strain-ag stress-ag energy-ag
29500 0.030299055508668 1.48418041153466 -1958522.29382291
30000 0.0308068421304071 1.48661433352464 -1958538.95222828
30500 0.0308068421304071 1.53264838390256 -1958445.0605135
31000 0.0313146287521462 1.5353397608429 -1958453.61186874
31500 0.0313146287521462 1.57948269081928 -1958316.3706538
32000 0.0318224153738853 1.58118793840088 -1958372.252291
32500 0.0318224153738853 1.62970489330867 -1958259.81863727
33000 0.0323302019956245 1.6238788578449 -1958257.12608491
33500 0.0323302019956245 1.67190803357229 -1958137.81961314
34000 0.0328379886173636 1.67515774985663 -1958152.55007645
34500 0.0328379886173636 1.71916572513636 -1958070.01338456
35000 0.0333457752391027 1.71812702830091 -1958089.75090305
35500 0.0333457752391027 1.76507958314219 -1957962.32503597
36000 0.0338535618608418 1.76069276486671 -1957990.90697459
36500 0.0338535618608418 1.80632091208956 -1957840.37525974
37000 0.0343613484825809 1.80780660404549 -1957875.44486666
37500 0.0343613484825809 1.85612277993258 -1957756.82094783
38000 0.03486913510432 1.85397774371698 -1957734.08703173
38500 0.03486913510432 1.89781539973878 -1957641.33122426
39000 0.0353769217260591 1.89497093010619 -1957623.40717637
39500 0.0353769217260591 1.94534914564209 -1957551.53445367
40000 0.0358847083477983 1.94221717877281 -1957548.00783661
40500 0.0358847083477983 1.98998328565651 -1957425.57513291
41000 0.0363924949695374 1.98554192497688 -1957395.36100158
41500 0.0363924949695374 2.03544118721754 -1957342.78337894
42000 0.0369002815912765 2.03049932063276 -1957326.1454824
42500 0.0369002815912765 2.07954765597657 -1957207.82181931
43000 0.0374080682130156 2.07615161412202 -1957196.69927573
43500 0.0374080682130156 2.11778682459117 -1957028.48634129
44000 0.0379158548347547 2.11936933180155 -1957064.90742093
44500 0.0379158548347547 2.16787104300883 -1956982.52860602
45000 0.0384236414564938 2.16667201392797 -1956993.23230866
45500 0.0384236414564938 2.2121486950119 -1956855.95754268
46000 0.038931428078233 2.2081977536914 -1956848.00616381
46500 0.038931428078233 2.25518402016478 -1956791.21782788
47000 0.0394392146999721 2.2508684349326 -1956731.06900317
47500 0.0394392146999721 2.29815130794278 -1956645.37217576
48000 0.0399470013217112 2.29809320870237 -1956608.17018325
48500 0.0399470013217112 2.33709649387994 -1956488.88327705
49000 0.0404547879434503 2.33848181146951 -1956520.80042
49500 0.0404547879434503 2.38119534231 -1956426.54661704
50000 0.0409625745651894 2.38142766689496 -1956422.93249864
50500 0.0409625745651894 2.42035232599306 -1956241.21565118
51000 0.0414703611869285 2.4192517454416 -1956254.94530688
51500 0.0414703611869285 2.46153076724169 -1956147.32558071
52000 0.0419781478086676 2.46290375850004 -1956140.89400101
52500 0.0419781478086676 2.50087054251457 -1955998.13220801
53000 0.0424859344304068 2.50778054563153 -1956018.28105554
53500 0.0424859344304068 2.5475790600551 -1955873.80275298
54000 0.0429937210521459 2.54772927419675 -1955922.26864846
54500 0.0429937210521459 2.59275427059512 -1955775.84173541
55000 0.043501507673885 2.59309315726473 -1955770.64280845
55500 0.043501507673885 2.63508006326195 -1955639.75560575
56000 0.0440092942956241 2.63321461525597 -1955629.00132797
56500 0.0440092942956241 2.67209393263356 -1955472.57708028
57000 0.0445170809173632 2.67501283533202 -1955493.82373806
57500 0.0445170809173632 2.71643643109924 -1955349.62035771
58000 0.0450248675391023 2.71670087221964 -1955370.41286992
58500 0.0450248675391023 2.75683439286925 -1955214.21476785
59000 0.0455326541608414 2.75344374564506 -1955234.09652421
59500 0.0455326541608414 2.79853905647883 -1955105.08317611
60000 0.0460404407825806 2.79657519856587 -1955088.27004218
60500 0.0460404407825806 2.83844163588565 -1954928.44493512
61000 0.0465482274043197 2.83974133084338 -1955008.40009454
61500 0.0465482274043197 2.87683826903746 -1954816.01118426
62000 0.0470560140260588 2.87265170302564 -1954824.49340628
62500 0.0470560140260588 2.91478514957552 -1954669.55108
63000 0.0475638006477979 2.91199388869632 -1954665.14696803
63500 0.0475638006477979 2.95518884941439 -1954563.99648743
64000 0.048071587269537 2.95216503138557 -1954550.89008086
64500 0.048071587269537 2.99388828332667 -1954396.16541949
65000 0.0485793738912761 2.99382486532416 -1954396.7878069
65500 0.0485793738912761 3.03096245535411 -1954234.61389629
66000 0.0490871605130152 3.03085195563782 -1954259.47486566
66500 0.0490871605130152 3.07129924815883 -1954083.83871325
67000 0.0495949471347545 3.07363661032155 -1954129.69934145
67500 0.0495949471347545 3.11294620576153 -1953966.75957978
68000 0.0501027337564936 3.11121785318866 -1953931.73871075
68500 0.0501027337564936 3.15429449105444 -1953822.03275144
69000 0.0506105203782327 3.14812714627327 -1953795.8458426
69500 0.0506105203782327 3.19421570859911 -1953717.64067466
70000 0.0511183069999719 3.18649814774413 -1953643.19057783
70500 0.0511183069999719 3.22695859644291 -1953514.42628047
71000 0.051626093621711 3.22374092961894 -1953460.80187584
71500 0.051626093621711 3.26929532106353 -1953368.85500859
72000 0.0521338802434501 3.26658860349526 -1953381.0135683
72500 0.0521338802434501 3.30888760219789 -1953257.39638834
73000 0.0526416668651892 3.30456794774098 -1953191.06520964
73500 0.0526416668651892 3.34189194825675 -1953035.7806512
74000 0.0531494534869283 3.34324292111166 -1953056.73462254
74500 0.0531494534869283 3.38072467203513 -1952933.59083182
75000 0.0536572401086674 3.37690195465506 -1952928.63437117
75500 0.0536572401086674 3.41967815979012 -1952777.98637474
76000 0.0541650267304065 3.41297022733636 -1952739.68107696
76500 0.0541650267304065 3.45267755922856 -1952582.14127882
77000 0.0546728133521457 3.45022433805621 -1952582.18675954
77500 0.0546728133521457 3.49102521753888 -1952447.4610826
78000 0.0551805999738848 3.49122874219603 -1952475.14972147
78500 0.0551805999738848 3.52773953426335 -1952278.74103084
79000 0.0556883865956239 3.52627639397733 -1952277.40764352
79500 0.0556883865956239 3.56051136358486 -1952113.79958904
80000 0.056196173217363 3.56207743835976 -1952104.60726905
80500 0.056196173217363 3.59919546445847 -1951981.52257408
81000 0.0567039598391021 3.59953440333343 -1951977.64571291
81500 0.0567039598391021 3.6391040519824 -1951814.73637347
82000 0.0572117464608412 3.63646822909872 -1951813.27914909
82500 0.0572117464608412 3.6711711841729 -1951595.27745217
83000 0.0577195330825803 3.67235369013047 -1951648.09142681
83500 0.0577195330825803 3.70860026719074 -1951469.41051306
84000 0.0582273197043195 3.70637818665275 -1951470.63519606
84500 0.0582273197043195 3.74670296465607 -1951302.72785457
85000 0.0587351063260586 3.74205072354648 -1951308.61131831
85500 0.0587351063260586 3.78328605835713 -1951137.06396145
86000 0.0592428929477977 3.77834790747521 -1951118.65852935
86500 0.0592428929477977 3.81799273345917 -1950971.2282478
87000 0.0597506795695368 3.81626579434753 -1950993.69300342
87500 0.0597506795695368 3.85040714099841 -1950806.7214132
88000 0.0602584661912759 3.84718472793265 -1950764.82199274
88500 0.0602584661912759 3.88910163665296 -1950623.85440016
89000 0.060766252813015 3.88158483830298 -1950631.32447861
89500 0.060766252813015 3.91989266357997 -1950471.28894454
90000 0.0612740394347541 3.91843222492911 -1950441.7808779
90500 0.0612740394347541 3.9566180633701 -1950317.09553737
91000 0.0617818260564933 3.95234492527304 -1950300.62943243
91500 0.0617818260564933 3.98863426962433 -1950116.92509441
92000 0.0622896126782324 3.98518420590687 -1950132.46193674
92500 0.0622896126782324 4.02164561366375 -1949937.66076622
93000 0.0627973992999715 4.02304040909419 -1949988.40312237
93500 0.0627973992999715 4.05696213400989 -1949761.10684951
94000 0.0633051859217106 4.05928976595609 -1949796.21724947
94500 0.0633051859217106 4.09400253312373 -1949616.43887506
95000 0.0638129725434497 4.08817047882626 -1949580.94778103
95500 0.0638129725434497 4.12509827476054 -1949425.81876057
96000 0.0643207591651888 4.12111715804346 -1949397.1852846
96500 0.0643207591651888 4.16081994802816 -1949255.34435102
97000 0.0648285457869279 4.15924049083201 -1949260.02569054
97500 0.0648285457869279 4.19016997905668 -1949041.40440384
98000 0.0653363324086671 4.18889265471705 -1949069.45146382
98500 0.0653363324086671 4.22605613077829 -1948913.38326871
99000 0.0658441190304062 4.22570748169273 -1948908.10480689
99500 0.0658441190304062 4.2610869519382 -1948716.25996961
100000 0.0663519056521453 4.25850328502073 -1948703.79650487
100500 0.0663519056521453 4.29470106008011 -1948527.25693262
101000 0.0668596922738844 4.28935369876252 -1948518.77306003
101500 0.0668596922738844 4.32658078267977 -1948383.00340528
102000 0.0673674788956235 4.31846285935686 -1948324.03209622
102500 0.0673674788956235 4.35917951187573 -1948191.91797636
103000 0.0678752655173626 4.35674434201742 -1948189.07525265
103500 0.0678752655173626 4.38999451805417 -1947944.8136438
104000 0.0683830521391017 4.38952571832056 -1947988.85488692
104500 0.0683830521391017 4.4235241483161 -1947808.67471081
105000 0.0688908387608409 4.42659668843356 -1947845.44533095
105500 0.0688908387608409 4.45364640841542 -1947621.69325486
106000 0.06939862538258 4.45424610075078 -1947656.40924769
106500 0.06939862538258 4.48854921121495 -1947445.84759722
107000 0.0699064120043191 4.48786924594999 -1947490.54586273
107500 0.0699064120043191 4.51509169691986 -1947267.1301118
108000 0.0704141986260582 4.52055979985668 -1947310.65527787
108500 0.0704141986260582 4.55092548470349 -1947093.28318262
109000 0.0709219852477973 4.55085615820264 -1947144.7816655
109500 0.0709219852477973 4.57870611703903 -1946887.75904611
110000 0.0714297718695364 4.579269317912 -1946906.72136073
110500 0.0714297718695364 4.60863506359481 -1946715.87979926
111000 0.0719375584912755 4.61103881416413 -1946734.44608541
111500 0.0719375584912755 4.64090710399392 -1946541.99560128
112000 0.0724453451130147 4.63991600428254 -1946555.54264275
112500 0.0724453451130147 4.67401470312943 -1946369.02928028
113000 0.0729531317347538 4.67076762009177 -1946358.61249502
113500 0.0729531317347538 4.70602202920535 -1946167.59393906
114000 0.0734609183564929 4.70447555895258 -1946162.81596122
114500 0.0734609183564929 4.73960610069353 -1945999.81660611
115000 0.073968704978232 4.73520709483022 -1945988.96252686
115500 0.073968704978232 4.76808505978865 -1945813.43386081
116000 0.0744764915999711 4.77107676944635 -1945853.55712476
116500 0.0744764915999711 4.80136342822104 -1945650.28023807
117000 0.0749842782217102 4.79724050931967 -1945652.10417413
117500 0.0749842782217102 4.83447776087872 -1945498.4577251
118000 0.0754920648434493 4.82597177181918 -1945504.00088978
118500 0.0754920648434493 4.85545246642605 -1945322.48755537
119000 0.0759998514651885 4.85601156399278 -1945350.19155919
119500 0.0759998514651885 4.88820172090836 -1945164.77373392
120000 0.0765076380869276 4.88281026928752 -1945151.7242867
120500 0.0765076380869276 4.9162501791856 -1945021.45848685
121000 0.0770154247086667 4.90975704880858 -1945032.05933242
121500 0.0770154247086667 4.93556649465904 -1944779.14257585
122000 0.0775232113304058 4.93755914495414 -1944822.00842793
122500 0.0775232113304058 4.96757044140786 -1944669.1369321
123000 0.0780309979521449 4.96303916313175 -1944665.98480584
123500 0.0780309979521449 4.99217226780244 -1944476.10670733
124000 0.078538784573884 4.98692738121629 -1944497.28129445
124500 0.078538784573884 5.02050405608155 -1944369.61064745
125000 0.0790465711956232 5.01162998660139 -1944309.59426372
125500 0.0790465711956232 5.04071314585616 -1944155.23595206
126000 0.0795543578173623 5.03223510244489 -1944187.28121478
126500 0.0795543578173623 5.06325093673347 -1944007.3847596
127000 0.0800621444391015 5.06409633258172 -1944069.17552089
127500 0.0800621444391015 5.09114353964121 -1943869.52328367
128000 0.0805699310608406 5.08556950421566 -1943831.75146926
128500 0.0805699310608406 5.1171663483726 -1943699.58393979
129000 0.0810777176825798 5.11072238446814 -1943663.34859937
129500 0.0810777176825798 5.13601372162972 -1943498.74330056
130000 0.0815855043043189 5.12754010026984 -1943499.01449537
130500 0.0815855043043189 5.15181404210898 -1943315.40114389
131000 0.082093290926058 5.14723112758556 -1943379.92178919
131500 0.082093290926058 5.1685756616594 -1943177.64254062
132000 0.0826010775477971 5.16004662604955 -1943200.20188847
132500 0.0826010775477971 5.18343881332121 -1943001.1638096
133000 0.0831088641695362 5.17399143661323 -1943072.14784021
133500 0.0831088641695362 5.19265749815816 -1942903.62711126
134000 0.0836166507912753 5.17711489946946 -1942909.30683509
134500 0.0836166507912753 5.20261757267169 -1942811.4905636
135000 0.0841244374130145 5.18519902348166 -1942810.36093089
135500 0.0841244374130145 5.20150876358545 -1942646.03668848
136000 0.0846322240347536 5.18808222199269 -1942710.43369931
136500 0.0846322240347536 5.21153406503947 -1942556.93524696
137000 0.0851400106564927 5.18992709948697 -1942531.81881507
137500 0.0851400106564927 5.20591606080449 -1942377.45698864
138000 0.0856477972782318 5.19820902288902 -1942484.1787916
138500 0.0856477972782318 5.21142226770842 -1942293.20148827
139000 0.0861555838999709 5.19700789509011 -1942337.72603948
139500 0.0861555838999709 5.21382975809478 -1942175.12457218
140000 0.08666337052171 5.1953141654107 -1942226.33772423
140500 0.08666337052171 5.21284213575626 -1942076.72750412
141000 0.0871711571434491 5.20005569571762 -1942137.35321918
141500 0.0871711571434491 5.21704007587981 -1941959.91241038
142000 0.0876789437651883 5.19965161715982 -1941996.52641967
142500 0.0876789437651883 5.21809993026413 -1941862.56924326
143000 0.0881867303869274 5.20250123931712 -1941932.1590281
143500 0.0881867303869274 5.21387351468678 -1941794.63989551
144000 0.0886945170086665 5.19663070941042 -1941826.83132469
144500 0.0886945170086665 5.21088006851039 -1941677.52984201
145000 0.0892023036304056 5.19282346907943 -1941723.87522581
145500 0.0892023036304056 5.20330810685202 -1941538.42021431
146000 0.0897100902521447 5.1845233980916 -1941617.1132906
146500 0.0897100902521447 5.20062358343475 -1941509.97204811
147000 0.0902178768738838 5.17672664940721 -1941540.87044182
147500 0.0902178768738838 5.18547375745725 -1941362.65477969
148000 0.0907256634956229 5.16517035480242 -1941443.75251923
148500 0.0907256634956229 5.17622853102274 -1941320.02071529
149000 0.0912334501173621 5.15603526520517 -1941354.49055703
149500 0.0912334501173621 5.17067755406825 -1941237.1408051
150000 0.0917412367391012 5.15154890304281 -1941311.89043028
150500 0.0917412367391012 5.16306715805379 -1941176.89759987
151000 0.0922490233608403 5.14274615613081 -1941230.92336168
151500 0.0922490233608403 5.14785310619662 -1941091.02460849
152000 0.0927568099825794 5.12902162738696 -1941161.35673512
152500 0.0927568099825794 5.13790150191627 -1941018.92420151
153000 0.0932645966043185 5.11724945475412 -1941141.16049456
153500 0.0932645966043185 5.12741036408945 -1940966.24487168
154000 0.0937723832260576 5.1002951049208 -1940989.19215388
154500 0.0937723832260576 5.11708114172463 -1940920.06086675
155000 0.0942801698477967 5.08796027075296 -1940982.94951341
155500 0.0942801698477967 5.09127617074685 -1940863.73757076
156000 0.0947879564695359 5.07045259930642 -1940907.52683718
156500 0.0947879564695359 5.08003709120054 -1940798.13494377
157000 0.095295743091275 5.05162997877411 -1940869.86244342
157500 0.095295743091275 5.0626365703413 -1940757.91197705
158000 0.0958035297130141 5.03399745918481 -1940805.66527592
158500 0.0958035297130141 5.04528836424036 -1940768.14598836
159000 0.0963113163347532 5.01300349820446 -1940809.29614354
159500 0.0963113163347532 5.01810667334633 -1940701.50762531
160000 0.0968191029564923 4.98615064425594 -1940778.46347667
160500 0.0968191029564923 4.98232880625489 -1940673.66656807
161000 0.0973268895782314 4.94808061553998 -1940793.61326278
161500 0.0973268895782314 4.94918980215393 -1940717.47090593
162000 0.0978346761999705 4.90825323279297 -1940798.03871637
162500 0.0978346761999705 4.90254386068534 -1940716.36796416
163000 0.0983424628217097 4.85456388398075 -1940873.10155374
163500 0.0983424628217097 4.84634184227322 -1940915.86408994
164000 0.0988502494434488 4.78529300378993 -1941094.38057572
164500 0.0988502494434488 4.7620686284517 -1941092.21272271
165000 0.0993580360651879 4.6968669580417 -1941307.24859723
165500 0.0993580360651879 4.65508947332028 -1941345.43568002
166000 0.099865822686927 4.57800558732369 -1941543.46816711
166500 0.099865822686927 4.53806950289599 -1941579.74143131
167000 0.100373609308666 4.4565279418274 -1941776.84310564
167500 0.100373609308666 4.41154224263461 -1941803.22352846
168000 0.100881395930405 4.33401198559088 -1942043.54810405
168500 0.100881395930405 4.28260275750984 -1942057.11947705
169000 0.101389182552144 4.20061114380872 -1942255.66904777
169500 0.101389182552144 4.15481410748372 -1942305.27596684
170000 0.101896969173883 4.07233395669291 -1942532.00024669
170500 0.101896969173883 4.02337534484074 -1942568.1025993
171000 0.102404755795623 3.93992746296704 -1942831.96384166
171500 0.102404755795623 3.89066612780841 -1942936.37793699
172000 0.102912542417362 3.80539255788795 -1943136.72141529
172500 0.102912542417362 3.76579032519621 -1943227.38671903
173000 0.103420329039101 3.68721044653359 -1943514.38399302
173500 0.103420329039101 3.646463012128 -1943648.8887483
174000 0.10392811566084 3.56276149914779 -1943856.3528174
174500 0.10392811566084 3.51875748905197 -1944000.19994396
175000 0.104435902282579 3.43705860711407 -1944297.95564751
175500 0.104435902282579 3.39310635789147 -1944381.8448642
176000 0.104943688904318 3.3106775224274 -1944741.56216484
176500 0.104943688904318 3.25857361060248 -1944857.85718658
177000 0.105451475526057 3.17407809846121 -1945148.73858959
177500 0.105451475526057 3.12140978015878 -1945206.3603596
178000 0.105959262147796 3.02333054469192 -1945469.63735628
178500 0.105959262147796 2.96512648689007 -1945591.88376569
179000 0.106467048769535 2.85962865911218 -1945832.3789007
179500 0.106467048769535 2.80134052814105 -1945930.88805677
180000 0.106974835391275 2.71052376521115 -1946179.61463984
180500 0.106974835391275 2.65939880592945 -1946285.83563501
181000 0.107482622013014 2.57810636675123 -1946481.44263445
181500 0.107482622013014 2.53736584723151 -1946575.25181982
182000 0.107990408634753 2.46020635958511 -1946687.94290074
182500 0.107990408634753 2.43830805078176 -1946734.42422024
183000 0.108498195256492 2.38298915092997 -1946937.73988083
183500 0.108498195256492 2.37706067851751 -1946946.43605247
184000 0.109005981878231 2.32489035010739 -1947141.62780013
184500 0.109005981878231 2.31430073927717 -1947176.08602404
185000 0.10951376849997 2.25731550204029 -1947315.97253015
185500 0.10951376849997 2.24304883985774 -1947400.57361324
186000 0.110021555121709 2.1922393602504 -1947547.10011557
186500 0.110021555121709 2.18251472551739 -1947590.92588152
187000 0.110529341743448 2.14198021194349 -1947753.74388738
187500 0.110529341743448 2.13579503528795 -1947788.32539929
188000 0.111037128365188 2.09251081198823 -1947915.87870657
188500 0.111037128365188 2.08494953243837 -1947961.24142885
189000 0.111544914986927 2.04690720981483 -1948054.14060326
189500 0.111544914986927 2.0486162733604 -1948059.52279395
190000 0.112052701608666 2.00725071322344 -1948183.58025491
190500 0.112052701608666 2.00803766262076 -1948160.07729027
191000 0.112560488230405 1.97907734721672 -1948205.14219608
191500 0.112560488230405 1.99388515274966 -1948217.56026351
192000 0.113068274852144 1.96190899292026 -1948288.52125775
192500 0.113068274852144 1.98123714233367 -1948374.01708597
193000 0.113576061473883 1.94619507958648 -1948354.40296056
193500 0.113576061473883 1.96437412876756 -1948424.31447438
194000 0.114083848095622 1.92981740877073 -1948460.60818774
194500 0.114083848095622 1.94010111468913 -1948441.22245077
195000 0.114591634717361 1.91198521140327 -1948564.22892977
195500 0.114591634717361 1.91574527051691 -1948511.69373801
196000 0.1150994213391 1.87975119466119 -1948538.51032753
196500 0.1150994213391 1.88915065583684 -1948488.02916421
197000 0.11560720796084 1.86314372354802 -1948604.51281762
197500 0.11560720796084 1.87051218304249 -1948573.02745161
198000 0.116114994582579 1.85414841291489 -1948646.73278291
198500 0.116114994582579 1.85928243128494 -1948620.63157587
199000 0.116622781204318 1.83368401950875 -1948684.25377018
199500 0.116622781204318 1.856269687431 -1948696.78448936
200000 0.117130567826057 1.83042524473159 -1948720.19568471
200500 0.117130567826057 1.84753780462506 -1948658.68296034
201000 0.117638354447796 1.82361259910921 -1948725.38381871
201500 0.117638354447796 1.84448052809211 -1948691.46395273
202000 0.118146141069535 1.82478092195491 -1948714.49970018
202500 0.118146141069535 1.84588776365598 -1948689.60782333
203000 0.118653927691274 1.82838521041855 -1948757.15634103
203500 0.118653927691274 1.83859861117877 -1948720.91411204
204000 0.119161714313014 1.81159887120094 -1948786.52443844
204500 0.119161714313014 1.82244664680822 -1948760.71375541
205000 0.119669500934753 1.79265925574721 -1948805.78588881
205500 0.119669500934753 1.80602736447907 -1948763.2164497
206000 0.120177287556492 1.77551421441264 -1948812.33323486
206500 0.120177287556492 1.78210264794512 -1948811.10944614
207000 0.120685074178231 1.76005692127946 -1948842.93196383
207500 0.120685074178231 1.77175874868928 -1948792.2492045
208000 0.12119286079997 1.73967676083021 -1948851.54711015
208500 0.12119286079997 1.74932680959446 -1948819.49163959
209000 0.121700647421709 1.72611943801907 -1948858.30780651
209500 0.121700647421709 1.74791931464325 -1948843.76318636
210000 0.122208434043448 1.73007307232491 -1948866.86600108
210500 0.122208434043448 1.74170614794298 -1948821.59482397
211000 0.122716220665187 1.71022592350248 -1948886.46008528
211500 0.122716220665187 1.72009256245789 -1948835.20096835
212000 0.123224007286926 1.70004522045875 -1948883.67908249
212500 0.123224007286926 1.71383653668674 -1948853.86519476
213000 0.123731793908666 1.69278264896178 -1948926.35718136
213500 0.123731793908666 1.70867076860815 -1948905.21461541
214000 0.124239580530405 1.68249012279401 -1948912.24570931
214500 0.124239580530405 1.69748910447114 -1948925.72869499
215000 0.124747367152144 1.67181554472223 -1948988.43459831
215500 0.124747367152144 1.68237147204745 -1948947.59866212
216000 0.125255153773883 1.64543578799475 -1948950.23298386
216500 0.125255153773883 1.66437934732577 -1948943.8696803
217000 0.125762940395622 1.63401629131223 -1948961.75830289
217500 0.125762940395622 1.64084787778097 -1948967.25525349
218000 0.126270727017361 1.61786282140068 -1948999.85299217
218500 0.126270727017361 1.63444604603888 -1948963.18725521
219000 0.1267785136391 1.60433366480499 -1948983.26606985
219500 0.1267785136391 1.61163041398258 -1948946.79328455
220000 0.127286300260839 1.58120178304071 -1948986.5999752
220500 0.127286300260839 1.59139598837791 -1948956.46875964
221000 0.127794086882578 1.57119817427354 -1948997.70667208
221500 0.127794086882578 1.58604019297669 -1948964.81897367
222000 0.128301873504318 1.56501523759098 -1949032.41411781
222500 0.128301873504318 1.57721673790985 -1948973.64355196
223000 0.128809660126057 1.55057072447064 -1949018.95776921
223500 0.128809660126057 1.56549512638905 -1949002.17147872
224000 0.129317446747796 1.542142450916 -1949061.37076212
224500 0.129317446747796 1.55435354196687 -1948993.88277628
225000 0.129825233369535 1.53517767437974 -1949056.3637031
225500 0.129825233369535 1.54291395071126 -1949040.2855363
226000 0.130333019991274 1.51259699629362 -1949096.37522582
226500 0.130333019991274 1.52080024995737 -1949047.20443985
227000 0.130840806613013 1.50098950913488 -1949087.48046486
227500 0.130840806613013 1.5238173901492 -1949051.52368111
228000 0.131348593234752 1.49437476247092 -1949096.96667309
228500 0.131348593234752 1.50584546298371 -1949085.66764276
229000 0.131856379856491 1.47771617419795 -1949080.45504797
229500 0.131856379856491 1.48619592413372 -1949065.6170897
230000 0.13236416647823 1.46003777930366 -1949180.38117794
230500 0.13236416647823 1.47266909376128 -1949109.29349779
231000 0.13287195309997 1.44370441740412 -1949112.31583474
231500 0.13287195309997 1.46687561658333 -1949108.74547502
232000 0.133379739721709 1.44049664996541 -1949137.45332466
232500 0.133379739721709 1.45211938134859 -1949106.59101055
233000 0.133887526343448 1.41921535338472 -1949156.22286635
233500 0.133887526343448 1.43929367452664 -1949157.31587241
234000 0.134395312965187 1.41555176185552 -1949174.09413343
234500 0.134395312965187 1.42777164420431 -1949122.33109556
235000 0.134903099586926 1.40822048952415 -1949200.63177437
235500 0.134903099586926 1.42481073278391 -1949115.54979996
236000 0.135410886208665 1.40054724989233 -1949162.64826888
236500 0.135410886208665 1.41649138717835 -1949178.59082999
237000 0.135918672830404 1.3903097929703 -1949154.74148478
237500 0.135918672830404 1.41063202446491 -1949148.64755271
238000 0.136426459452143 1.38391264302021 -1949197.79127955
238500 0.136426459452143 1.40380880542593 -1949191.78317894
239000 0.136934246073883 1.37781925173495 -1949181.23688077
239500 0.136934246073883 1.39331662810935 -1949175.15422871
240000 0.137442032695622 1.3744663111974 -1949190.12987107
240500 0.137442032695622 1.39224297844085 -1949169.80136357
241000 0.137949819317361 1.37309568889674 -1949166.03037195
241500 0.137949819317361 1.38612757153353 -1949176.53113979
242000 0.1384576059391 1.36348227462855 -1949226.10991743
242500 0.1384576059391 1.37691614732581 -1949217.72041843
243000 0.138965392560839 1.34554979032067 -1949206.94806322
243500 0.138965392560839 1.35839076062417 -1949177.22046009
244000 0.139473179182578 1.33178992281623 -1949240.27923358
