step-ag strain-ag stress-ag energy-ag
244500 0.139473179182578 1.34206643616862 -1949183.41808014
245000 0.139980965804317 1.3109527759732 -1949238.82785027
245500 0.139980965804317 1.32624965556958 -1949228.08774972
246000 0.140488752426056 1.30114644646081 -1949239.59902936
246500 0.140488752426056 1.31976950152948 -1949226.62017046
247000 0.140996539047795 1.30191167291971 -1949274.4727501
247500 0.140996539047795 1.31783207469497 -1949218.78616974
248000 0.141504325669535 1.30280555132895 -1949231.50939633
248500 0.141504325669535 1.31808585656272 -1949198.80388249
249000 0.142012112291274 1.28873983907677 -1949203.57030334
249500 0.142012112291274 1.31266446012391 -1949197.9841847
250000 0.142519898913013 1.2898228458692 -1949208.42463233
250500 0.142519898913013 1.31149566289013 -1949193.4685853
251000 0.143027685534752 1.29583759985956 -1949198.67485317
251500 0.143027685534752 1.3157092501633 -1949185.19525093
252000 0.143535472156491 1.29321635508175 -1949194.73739317
252500 0.143535472156491 1.3072381806416 -1949143.40641584
253000 0.14404325877823 1.27957966778274 -1949190.33622346
253500 0.14404325877823 1.305092770628 -1949177.57057282
254000 0.144551045399969 1.28349989475267 -1949185.791186
254500 0.144551045399969 1.30422585267173 -1949157.9739242
255000 0.145058832021708 1.27973554019102 -1949124.15103463
255500 0.145058832021708 1.30339402443994 -1949179.89416239
256000 0.145566618643447 1.28398074380455 -1949161.2310865
256500 0.145566618643447 1.2959958495894 -1949136.3947914
257000 0.146074405265187 1.26622069320615 -1949163.78186373
257500 0.146074405265187 1.28162651756264 -1949121.69511278
258000 0.146582191886926 1.26451205089909 -1949182.45072354
258500 0.146582191886926 1.26773858103611 -1949083.79364146
259000 0.147089978508665 1.24868070795829 -1949160.74730753
259500 0.147089978508665 1.27830168976352 -1949130.42253715
260000 0.147597765130404 1.25515487465035 -1949134.40577903
260500 0.147597765130404 1.27705006206912 -1949090.7953352
261000 0.148105551752143 1.26147956826324 -1949160.60116752
261500 0.148105551752143 1.27832900615413 -1949069.18274883
262000 0.148613338373882 1.25736471047257 -1949154.91132564
262500 0.148613338373882 1.26797431375002 -1949049.52969892
263000 0.149121124995621 1.25003146409289 -1949098.6157847
263500 0.149121124995621 1.26728781372087 -1949075.76937569
264000 0.149628911617361 1.24547924985118 -1949101.67286961
264500 0.149628911617361 1.26432470108854 -1949071.56037211
265000 0.1501366982391 1.24077640847321 -1949104.12665645
265500 0.1501366982391 1.25478371637669 -1949058.8945974
266000 0.150644484860839 1.22953173749761 -1949143.05161129
266500 0.150644484860839 1.242660072163 -1949086.12101496
267000 0.151152271482578 1.21524970110274 -1949087.65869648
267500 0.151152271482578 1.23649801199704 -1949060.20217785
268000 0.151660058104317 1.21581330887035 -1949154.45595134
268500 0.151660058104317 1.23024300743335 -1949112.31923614
269000 0.152167844726056 1.20566179906769 -1949125.98299567
269500 0.152167844726056 1.21798437354111 -1949046.15303864
270000 0.152675631347795 1.20611488862339 -1949126.3363693
270500 0.152675631347795 1.22145529063625 -1949073.19081953
271000 0.153183417969534 1.1934303012462 -1949081.55810939
271500 0.153183417969534 1.20659093513495 -1949103.87683575
272000 0.153691204591273 1.1757009239372 -1949060.92941928
272500 0.153691204591273 1.19407206503492 -1949060.30229969
273000 0.154198991213013 1.16821974037895 -1949105.391899
273500 0.154198991213013 1.18598764259466 -1949060.99378261
274000 0.154706777834752 1.159082624246 -1949066.39887076
274500 0.154706777834752 1.17367100891324 -1949051.50359846
275000 0.155214564456491 1.15375989653257 -1949087.4746415
275500 0.155214564456491 1.17374301448729 -1949077.54812205
276000 0.15572235107823 1.15188405089806 -1949075.57524106
276500 0.15572235107823 1.17648989710254 -1949044.94945031
277000 0.156230137699969 1.15619823509437 -1949068.20571063
277500 0.156230137699969 1.179365592808 -1949032.35989738
278000 0.156737924321708 1.16515318059013 -1949043.50098105
278500 0.156737924321708 1.17819700810301 -1949005.98915885
279000 0.157245710943447 1.15623898239318 -1949025.66038409
279500 0.157245710943447 1.18498825758506 -1949052.34134451
280000 0.157753497565186 1.17145117146424 -1949032.31347106
280500 0.157753497565186 1.18863923486617 -1948968.53787576
281000 0.158261284186925 1.16534043185559 -1949001.35361301
281500 0.158261284186925 1.17316148233169 -1948999.21835087
282000 0.158769070808665 1.14471094182543 -1948987.29246989
282500 0.158769070808665 1.15727155520406 -1948987.41849809
283000 0.159276857430404 1.13606129924733 -1949036.23417403
283500 0.159276857430404 1.15006865985168 -1948972.77567317
284000 0.159784644052143 1.12954368362307 -1949000.35376776
284500 0.159784644052143 1.13984630233883 -1948942.25818999
285000 0.160292430673882 1.117905825243 -1948989.79874394
285500 0.160292430673882 1.13079806115675 -1948998.9454897
286000 0.160800217295621 1.10497709462799 -1949017.48922225
286500 0.160800217295621 1.12357066335049 -1948966.83446543
287000 0.16130800391736 1.1041594296106 -1948989.52652648
287500 0.16130800391736 1.12291523623052 -1948972.46237673
288000 0.161815790539099 1.10585991213368 -1949018.75854668
288500 0.161815790539099 1.12198516041395 -1948969.23345021
289000 0.162323577160838 1.11161909826462 -1949019.70609069
289500 0.162323577160838 1.12531604857011 -1948987.25561167
290000 0.162831363782578 1.09658022170569 -1948976.81035728
290500 0.162831363782578 1.11355171134924 -1948970.34386474
291000 0.163339150404317 1.10042939662279 -1948966.88358096
291500 0.163339150404317 1.12301439164493 -1948957.65876792
292000 0.163846937026056 1.10421577365802 -1948992.77807606
292500 0.163846937026056 1.12122702607468 -1948970.82377549
293000 0.164354723647795 1.09936907136277 -1948971.74577105
293500 0.164354723647795 1.11836214337812 -1948948.00284083
294000 0.164862510269534 1.08756929829946 -1948957.01324067
294500 0.164862510269534 1.10786731557187 -1948952.73171302
