step-pf strain-pf stress-pf energy-pf
500 0.0155863119099382 -0.0101387526263519 -1961341.72509337
1000 0.0160941050658931 -0.0148358724961968 -1961365.10972758
1500 0.0160941050658931 0.0360894314855162 -1961386.25169834
2000 0.016601898221848 0.0414654397017959 -1961370.73122474
2500 0.016601898221848 0.106842868292035 -1961354.96449832
3000 0.0171096913778031 0.114256691582298 -1961319.1262775
3500 0.0171096913778031 0.165954750504783 -1961334.07463587
4000 0.017617484533758 0.16063268438811 -1961360.7447292
4500 0.017617484533758 0.211432353182563 -1961315.46397858
5000 0.0181252776897129 0.212769996328265 -1961343.15921998
5500 0.0181252776897129 0.269114088065425 -1961309.53748285
6000 0.018633070845668 0.271526260569195 -1961282.02484557
6500 0.018633070845668 0.331590218584906 -1961218.0073424
7000 0.0191408640016229 0.335329401966249 -1961235.47722764
7500 0.0191408640016229 0.393159420190313 -1961227.23382609
8000 0.019648657157578 0.388884779610683 -1961218.77201071
8500 0.019648657157578 0.43298736555638 -1961150.59369233
9000 0.0201564503135329 0.429042055622029 -1961153.7506836
9500 0.0201564503135329 0.487382658203349 -1961125.8582045
10000 0.0206642434694878 0.488427881240152 -1961130.31633307
10500 0.0206642434694878 0.542578392725713 -1961105.2355176
11000 0.0211720366254428 0.545322990170283 -1961093.77723049
11500 0.0211720366254428 0.597290543774986 -1961026.38306832
12000 0.0216798297813978 0.595778304020673 -1961046.22717196
12500 0.0216798297813978 0.641106755051775 -1960968.56956403
13000 0.0221876229373528 0.63934833818645 -1960967.48245535
13500 0.0221876229373528 0.694162295135958 -1960907.8422503
14000 0.0226954160933077 0.694443883831148 -1960884.22971217
14500 0.0226954160933077 0.748828289129356 -1960838.30218818
15000 0.0232032092492626 0.748394287180433 -1960839.38025816
15500 0.0232032092492626 0.802580960695718 -1960761.9275999
16000 0.0237110024052177 0.803320954367816 -1960797.81228993
16500 0.0237110024052177 0.854449189464662 -1960764.56928492
17000 0.0242187955611726 0.84726099377693 -1960684.67624123
17500 0.0242187955611726 0.901691933249954 -1960654.74846009
18000 0.0247265887171275 0.90019504427314 -1960649.32474345
18500 0.0247265887171275 0.95254767370692 -1960563.33599154
19000 0.0252343818730826 0.95479547222158 -1960576.45443461
19500 0.0252343818730826 1.00515213287904 -1960504.31128901
20000 0.0257421750290375 1.00155313510026 -1960500.93353839
20500 0.0257421750290375 1.05177427376021 -1960420.51853695
21000 0.0262499681849926 1.0488593552444 -1960419.4049874
21500 0.0262499681849926 1.09689559642485 -1960353.30681048
22000 0.0267577613409475 1.09641269907555 -1960378.9160552
22500 0.0267577613409475 1.14620340598802 -1960267.76949191
23000 0.0272655544969024 1.14769403916288 -1960284.39333277
23500 0.0272655544969024 1.19659226485593 -1960181.95165415
24000 0.0277733476528574 1.19486171241962 -1960201.04173848
24500 0.0277733476528574 1.24765169598013 -1960146.27594498
25000 0.0282811408088124 1.24579172544813 -1960102.67668965
25500 0.0282811408088124 1.2921447386872 -1960022.55403239
26000 0.0287889339647674 1.29305597840103 -1960049.11732133
26500 0.0287889339647674 1.34136276730028 -1959975.52173853
27000 0.0292967271207223 1.34119695603645 -1959909.06531593
27500 0.0292967271207223 1.39233214290017 -1959866.83612597
28000 0.0298045202766772 1.38942732019305 -1959855.91751923
28500 0.0298045202766772 1.43914398933677 -1959777.41961846
29000 0.0303123134326323 1.43837215365148 -1959795.23558656
29500 0.0303123134326323 1.48271556543138 -1959681.52375553
30000 0.0308201065885872 1.48644660936192 -1959711.79325284
30500 0.0308201065885872 1.53168753928094 -1959576.91096139
31000 0.0313278997445421 1.53515008646105 -1959609.62739292
31500 0.0313278997445421 1.58139019497477 -1959494.3251014
32000 0.0318356929004972 1.57866284092868 -1959494.83753502
32500 0.0318356929004972 1.62584661636784 -1959387.01551171
33000 0.0323434860564521 1.63181239235673 -1959449.02556382
33500 0.0323434860564521 1.67115458306043 -1959305.50444248
34000 0.0328512792124072 1.6678816375357 -1959314.20174475
34500 0.0328512792124072 1.71581023961968 -1959183.53362047
35000 0.0333590723683621 1.71730829138273 -1959216.27502956
35500 0.0333590723683621 1.76277766346447 -1959102.25035267
36000 0.033866865524317 1.76373102000131 -1959136.20874927
36500 0.033866865524317 1.80931029338646 -1959014.88319852
37000 0.034374658680272 1.80997178781241 -1959034.91543144
37500 0.034374658680272 1.85222545013892 -1958893.9831214
38000 0.034882451836227 1.85048322291236 -1958891.55433519
38500 0.034882451836227 1.89896106323204 -1958787.94842062
39000 0.035390244992182 1.89743717527876 -1958804.48982524
39500 0.035390244992182 1.9480203168126 -1958723.72868287
40000 0.0358980381481369 1.94368475740198 -1958695.92653345
40500 0.0358980381481369 1.99303498439085 -1958599.16807195
41000 0.0364058313040918 1.99196991947673 -1958627.70136056
41500 0.0364058313040918 2.03410386998585 -1958460.79085019
42000 0.0369136244600469 2.03548064815137 -1958486.38332537
42500 0.0369136244600469 2.08058610291725 -1958375.03936413
43000 0.0374214176160018 2.07794682481737 -1958357.63523526
43500 0.0374214176160018 2.12212054315678 -1958244.47172629
44000 0.0379292107719567 2.12016770325117 -1958223.48442078
44500 0.0379292107719567 2.16813189196793 -1958121.2609063
45000 0.0384370039279118 2.16596907273697 -1958115.30568923
45500 0.0384370039279118 2.21273535960057 -1958037.85329404
46000 0.0389447970838667 2.21456268808676 -1958058.94837466
46500 0.0389447970838667 2.25138153660467 -1957877.14370729
47000 0.0394525902398217 2.25262521531418 -1957894.57430966
47500 0.0394525902398217 2.30272949052374 -1957787.43852357
48000 0.0399603833957767 2.29816824926784 -1957798.73986928
48500 0.0399603833957767 2.33784014956225 -1957624.87655259
49000 0.0404681765517316 2.33797388583182 -1957663.23791525
49500 0.0404681765517316 2.37772244563387 -1957522.85330837
50000 0.0409759697076866 2.38139630664024 -1957544.24364407
50500 0.0409759697076866 2.42483834419119 -1957432.97736914
51000 0.0414837628636415 2.42174306862824 -1957400.18074207
51500 0.0414837628636415 2.46889342855042 -1957311.56284566
52000 0.0419915560195966 2.46747098722299 -1957307.41606089
52500 0.0419915560195966 2.50845063128915 -1957166.02012637
53000 0.0424993491755515 2.50532893196843 -1957147.75931678
53500 0.0424993491755515 2.55276309530282 -1957062.84558621
54000 0.0430071423315064 2.54937893026514 -1957032.47221453
54500 0.0430071423315064 2.59610852020326 -1956901.73474785
55000 0.0435149354874615 2.59432089713066 -1956914.60368355
55500 0.0435149354874615 2.63583106632039 -1956772.74147729
56000 0.0440227286434164 2.63601372085267 -1956784.47570168
56500 0.0440227286434164 2.6780302692223 -1956663.32848351
57000 0.0445305217993715 2.68187126008158 -1956669.07392911
57500 0.0445305217993715 2.71862833509181 -1956469.57288559
58000 0.0450383149553264 2.72152700970653 -1956516.42126344
58500 0.0450383149553264 2.76299190203818 -1956400.6749509
59000 0.0455461081112813 2.76293910834322 -1956375.96400793
59500 0.0455461081112813 2.80579162756309 -1956257.9826366
60000 0.0460539012672363 2.79982783849887 -1956235.57317485
60500 0.0460539012672363 2.83697247394572 -1956097.26436879
61000 0.0465616944231913 2.84114408567344 -1956115.39482214
61500 0.0465616944231913 2.88251035037096 -1955990.71711844
62000 0.0470694875791462 2.88303743202233 -1955997.99450136
62500 0.0470694875791462 2.92578718929397 -1955865.2052429
63000 0.0475772807351012 2.92187840933621 -1955845.03322857
63500 0.0475772807351012 2.96083007489357 -1955709.55825365
64000 0.0480850738910561 2.96644233897571 -1955715.99250916
64500 0.0480850738910561 3.00359850540382 -1955548.40199061
65000 0.0485928670470112 3.00496241698518 -1955561.76522087
65500 0.0485928670470112 3.04349790509444 -1955398.0498985
66000 0.0491006602029661 3.04175878018094 -1955412.55233043
66500 0.0491006602029661 3.0814114154027 -1955284.39365277
67000 0.049608453358921 3.0773564311346 -1955217.36108129
67500 0.049608453358921 3.11931981531929 -1955088.74826658
68000 0.0501162465148761 3.12171141810281 -1955124.49672048
68500 0.0501162465148761 3.16219755112641 -1954975.40246364
69000 0.050624039670831 3.15925619497548 -1954961.32001726
69500 0.050624039670831 3.19891640971821 -1954801.76043369
70000 0.0511318328267861 3.19472573657178 -1954806.3891997
70500 0.0511318328267861 3.23732832260908 -1954640.63430595
71000 0.051639625982741 3.23487797276692 -1954674.2399732
71500 0.051639625982741 3.27535967128193 -1954531.7806587
72000 0.0521474191386959 3.27302993298846 -1954534.67382563
72500 0.0521474191386959 3.3151348464961 -1954374.181009
73000 0.0526552122946509 3.31478952541951 -1954383.1573795
73500 0.0526552122946509 3.35523358212752 -1954237.55772571
74000 0.0531630054506059 3.35293727941296 -1954242.06046904
74500 0.0531630054506059 3.38365803978715 -1954038.06661319
75000 0.0536707986065608 3.38674665174928 -1954047.99467294
75500 0.0536707986065608 3.42605811192254 -1953914.9479556
76000 0.0541785917625158 3.42445472747267 -1953916.93278342
76500 0.0541785917625158 3.46688262974466 -1953760.67461337
77000 0.0546863849184707 3.45894480807043 -1953714.50562812
77500 0.0546863849184707 3.50327306823216 -1953586.69983854
78000 0.0551941780744258 3.49804955537226 -1953579.00720128
78500 0.0551941780744258 3.54160612371497 -1953474.17870091
79000 0.0557019712303807 3.53528915896794 -1953413.75558373
79500 0.0557019712303807 3.56936976344791 -1953228.30432935
80000 0.0562097643863356 3.5693043231985 -1953218.97872736
80500 0.0562097643863356 3.6093897167169 -1953099.30634847
81000 0.0567175575422907 3.6116414303958 -1953117.52695118
81500 0.0567175575422907 3.64933524220488 -1952933.69707551
82000 0.0572253506982456 3.64720736618682 -1952913.70636828
82500 0.0572253506982456 3.68406495052106 -1952739.94804197
83000 0.0577331438542006 3.68357472771707 -1952762.25287371
83500 0.0577331438542006 3.71650055346897 -1952552.08077958
84000 0.0582409370101556 3.71827534590223 -1952599.04442179
84500 0.0582409370101556 3.75625106642397 -1952412.34586142
85000 0.0587487301661105 3.7566847726716 -1952454.56204207
85500 0.0587487301661105 3.79294932451773 -1952277.15031264
86000 0.0592565233220655 3.79474933508745 -1952279.1700728
86500 0.0592565233220655 3.8311844199743 -1952122.83259545
87000 0.0597643164780204 3.8278617824516 -1952117.1227025
87500 0.0597643164780204 3.86087123578002 -1951897.16993888
88000 0.0602721096339754 3.86089310726952 -1951928.47048073
88500 0.0602721096339754 3.89851255400792 -1951750.0337707
89000 0.0607799027899304 3.90214085063292 -1951786.76287323
89500 0.0607799027899304 3.94272362571724 -1951640.60896007
90000 0.0612876959458853 3.93333348944963 -1951573.68024891
90500 0.0612876959458853 3.9696212707168 -1951415.87063167
91000 0.0617954891018404 3.96881376405387 -1951398.57992589
91500 0.0617954891018404 4.00721129468958 -1951252.23488919
92000 0.0623032822577953 4.00153149934172 -1951237.76536498
92500 0.0623032822577953 4.04017629821604 -1951079.92283686
93000 0.0628110754137502 4.03921893147778 -1951088.81227132
93500 0.0628110754137502 4.07540005195816 -1950892.65853786
94000 0.0633188685697053 4.07314214228426 -1950898.92969229
94500 0.0633188685697053 4.1119241138259 -1950763.75184621
95000 0.0638266617256602 4.10946684622195 -1950727.91265659
95500 0.0638266617256602 4.14279138922694 -1950541.26734088
96000 0.0643344548816151 4.14432568427876 -1950563.95339861
96500 0.0643344548816151 4.177922285859 -1950398.72116107
97000 0.0648422480375702 4.18239216423044 -1950412.08924056
97500 0.0648422480375702 4.2136776480544 -1950231.60866748
98000 0.0653500411935251 4.20971918202681 -1950211.37160861
98500 0.0653500411935251 4.24726050173462 -1950027.05579354
99000 0.0658578343494801 4.2432345378517 -1950021.85685205
99500 0.0658578343494801 4.28212937276577 -1949871.14822643
100000 0.066365627505435 4.27729956133678 -1949825.6354005
100500 0.066365627505435 4.31317337877289 -1949620.00281795
101000 0.06687342066139 4.31229263106002 -1949654.40993143
101500 0.06687342066139 4.34679684679859 -1949493.52277508
102000 0.067381213817345 4.34923042612434 -1949513.87352745
102500 0.067381213817345 4.38493860153816 -1949299.667481
103000 0.0678890069732999 4.38169013210056 -1949353.59233253
103500 0.0678890069732999 4.41339223981295 -1949139.8143061
104000 0.068396800129255 4.40907636014907 -1949121.35606135
104500 0.068396800129255 4.44783086618836 -1948954.52153311
105000 0.0689045932852099 4.44565119068451 -1948971.31653809
105500 0.0689045932852099 4.47528623687418 -1948741.86762595
106000 0.0694123864411648 4.4794612828859 -1948774.90417669
106500 0.0694123864411648 4.51115840888354 -1948572.07987822
107000 0.0699201795971199 4.51006237117515 -1948578.86581079
107500 0.0699201795971199 4.54121682990864 -1948355.24115697
