step-pf strain-pf stress-pf energy-pf
108000 0.0704279727530748 4.54232508292365 -1948400.6191267
108500 0.0704279727530748 4.57206845406211 -1948145.22980673
109000 0.0709357659090298 4.57561723001717 -1948205.48681838
109500 0.0709357659090298 4.60587917594455 -1948028.45979586
110000 0.0714435590649848 4.60414380347552 -1948014.91799408
110500 0.0714435590649848 4.63746584536046 -1947817.90630765
111000 0.0719513522209397 4.63702193206084 -1947829.77459617
111500 0.0719513522209397 4.66795675608171 -1947628.84454345
112000 0.0724591453768947 4.67172455321299 -1947646.08837533
112500 0.0724591453768947 4.70076207917539 -1947411.18554713
113000 0.0729669385328496 4.70308659385802 -1947443.05209428
113500 0.0729669385328496 4.7364276423972 -1947259.63444753
114000 0.0734747316888047 4.73242554414973 -1947238.53962711
114500 0.0734747316888047 4.76463094417435 -1947074.71794313
115000 0.0739825248447596 4.76296074864433 -1947062.34610043
115500 0.0739825248447596 4.79593681346507 -1946847.97830469
116000 0.0744903180007145 4.79904813569473 -1946881.20161597
116500 0.0744903180007145 4.83050139576235 -1946676.46116655
117000 0.0749981111566696 4.82794980920961 -1946705.04201844
117500 0.0749981111566696 4.85971679099475 -1946488.142708
118000 0.0755059043126245 4.85778305395057 -1946495.07304325
118500 0.0755059043126245 4.88764351071086 -1946258.15870865
119000 0.0760136974685794 4.8873895668653 -1946293.46212916
119500 0.0760136974685794 4.92128095972271 -1946101.16454454
120000 0.0765214906245345 4.91652504879363 -1946073.66314694
120500 0.0765214906245345 4.95334445171948 -1945915.58058992
121000 0.0770292837804894 4.94771091490662 -1945901.47912597
121500 0.0770292837804894 4.97989866590659 -1945714.07677365
122000 0.0775370769364444 4.97485807942905 -1945696.83068371
122500 0.0775370769364444 5.00961539472393 -1945500.95101426
123000 0.0780448700923994 5.00335152073891 -1945476.76091474
123500 0.0780448700923994 5.0376043593768 -1945296.6698854
124000 0.0785526632483543 5.03266630703425 -1945309.65391052
124500 0.0785526632483543 5.07211279449261 -1945121.70257649
125000 0.0790604564043093 5.07431456647194 -1945188.72528105
125500 0.0790604564043093 5.09907531990332 -1944886.9557878
126000 0.0795682495602642 5.10189158818726 -1944960.30032554
126500 0.0795682495602642 5.13372986881072 -1944766.90770236
127000 0.0800760427162192 5.132424648055 -1944775.61980216
127500 0.0800760427162192 5.16328579348232 -1944550.68985493
128000 0.0805838358721742 5.15899849201079 -1944587.49060702
128500 0.0805838358721742 5.19133877043102 -1944376.59251137
129000 0.0810916290281291 5.1913917781291 -1944428.05605373
129500 0.0810916290281291 5.22494646903568 -1944227.84289312
130000 0.0815994221840842 5.22049197487412 -1944220.3973168
130500 0.0815994221840842 5.24404165019828 -1943971.41230964
131000 0.0821072153400391 5.24617699118152 -1944001.19136758
131500 0.0821072153400391 5.27367464550012 -1943840.72829842
132000 0.082615008495994 5.27256025900762 -1943839.70593696
132500 0.082615008495994 5.29678609117807 -1943617.7436079
133000 0.0831228016519491 5.29814412124763 -1943698.20110431
133500 0.0831228016519491 5.3193474942769 -1943513.18970889
134000 0.083630594807904 5.31443347332919 -1943559.99725792
134500 0.083630594807904 5.34195938666954 -1943351.29072175
135000 0.084138387963859 5.33393367655374 -1943451.29037864
135500 0.084138387963859 5.35054635673544 -1943236.75964969
136000 0.084646181119814 5.33938221602496 -1943305.75451045
136500 0.084646181119814 5.35489847658218 -1943170.24090713
137000 0.0851539742757689 5.33756004443097 -1943254.17697273
137500 0.0851539742757689 5.34593003956213 -1943086.45230991
138000 0.0856617674317239 5.32327073249578 -1943163.89548877
138500 0.0856617674317239 5.33776728829528 -1943042.36116184
139000 0.0861695605876788 5.31256901459321 -1943075.85629588
139500 0.0861695605876788 5.32952585277665 -1942964.86715487
140000 0.0866773537436339 5.30401033659643 -1943017.73444208
140500 0.0866773537436339 5.31950951300621 -1942907.76453288
141000 0.0871851468995888 5.2974322257514 -1942932.57900117
141500 0.0871851468995888 5.30886191616493 -1942808.75094583
142000 0.0876929400555437 5.28981490440215 -1942870.86283441
142500 0.0876929400555437 5.30402744078219 -1942728.3018106
143000 0.0882007332114988 5.28436667951068 -1942782.52707054
143500 0.0882007332114988 5.29700431587483 -1942663.21455547
144000 0.0887085263674537 5.27593922440366 -1942763.73984446
144500 0.0887085263674537 5.28275596125307 -1942587.22054574
145000 0.0892163195234087 5.25888099824929 -1942647.809637
145500 0.0892163195234087 5.27224010950651 -1942506.96506182
146000 0.0897241126793637 5.2461853989346 -1942580.3488719
146500 0.0897241126793637 5.25814732550541 -1942428.45337611
147000 0.0902319058353186 5.23451412350025 -1942530.40204295
147500 0.0902319058353186 5.24465610651196 -1942386.60277005
148000 0.0907396989912735 5.22023766435162 -1942461.45940191
148500 0.0907396989912735 5.2312637446753 -1942357.09794308
149000 0.0912474921472285 5.19818598568329 -1942409.64401437
149500 0.0912474921472285 5.20123959521999 -1942263.84253604
150000 0.0917552853031835 5.17878721151759 -1942392.6188628
150500 0.0917552853031835 5.17914324074219 -1942250.82269186
151000 0.0922630784591385 5.15307673804671 -1942333.28613638
151500 0.0922630784591385 5.16228125244421 -1942194.83676871
152000 0.0927708716150934 5.13141984481402 -1942272.76259781
152500 0.0927708716150934 5.13984697959086 -1942157.82016624
153000 0.0932786647710485 5.11931065235889 -1942276.7425009
153500 0.0932786647710485 5.1197086929039 -1942106.00464002
154000 0.0937864579270034 5.09486051155171 -1942240.17879682
154500 0.0937864579270034 5.0989413002466 -1942126.03349782
155000 0.0942942510829583 5.0692724831356 -1942177.68661889
155500 0.0942942510829583 5.07523551368175 -1942067.99238328
156000 0.0948020442389134 5.05055230131763 -1942206.60963454
156500 0.0948020442389134 5.05304379091075 -1942044.26959704
157000 0.0953098373948683 5.02167871270577 -1942116.76532654
157500 0.0953098373948683 5.03001738961652 -1942024.16523724
158000 0.0958176305508232 5.00440988318951 -1942120.2917728
158500 0.0958176305508232 5.01583897954707 -1942028.9307315
159000 0.0963254237067783 4.98463679394233 -1942082.70024727
159500 0.0963254237067783 4.98916543436697 -1942054.62681392
160000 0.0968332168627332 4.95296770176101 -1942123.74530707
160500 0.0968332168627332 4.94632227447544 -1942058.78094745
161000 0.0973410100186882 4.9032033305447 -1942190.42610167
161500 0.0973410100186882 4.8928574030848 -1942128.94396736
162000 0.0978488031746431 4.84579266073878 -1942269.99244734
162500 0.0978488031746431 4.82075660274536 -1942199.22773572
163000 0.0983565963305981 4.76773541390983 -1942498.27555909
163500 0.0983565963305981 4.73339707587486 -1942483.32801548
164000 0.0988643894865531 4.65907029475582 -1942701.55729859
164500 0.0988643894865531 4.61587395039486 -1942737.81220998
165000 0.099372182642508 4.53571167903542 -1942926.00987239
165500 0.099372182642508 4.49178903383921 -1943036.6575937
166000 0.0998799757984631 4.40658122373167 -1943247.34382944
166500 0.0998799757984631 4.3541846948662 -1943299.40358633
167000 0.100387768954418 4.26981031683636 -1943537.70505956
167500 0.100387768954418 4.22157086367215 -1943606.09119937
168000 0.100895562110373 4.1400228390128 -1943840.23099687
168500 0.100895562110373 4.09848918791241 -1943867.07638481
169000 0.101403355266328 4.01753592521963 -1944090.68007264
169500 0.101403355266328 3.97605728597725 -1944105.25405973
170000 0.101911148422283 3.90295010931771 -1944300.15054597
170500 0.101911148422283 3.86766160751448 -1944320.66416848
171000 0.102418941578238 3.81280333874505 -1944637.07587492
171500 0.102418941578238 3.78248377952816 -1944609.25015267
172000 0.102926734734193 3.72727503361589 -1944852.03578321
172500 0.102926734734193 3.70150263382382 -1944932.36911581
173000 0.103434527890148 3.64702298779772 -1945090.75971757
173500 0.103434527890148 3.62438366184533 -1945148.94393095
174000 0.103942321046103 3.56779365858916 -1945355.6182621
174500 0.103942321046103 3.5420529824093 -1945366.7579331
175000 0.104450114202058 3.49262015111871 -1945585.96167852
175500 0.104450114202058 3.4728770193752 -1945665.06028177
176000 0.104957907358013 3.41682323771191 -1945836.92562916
176500 0.104957907358013 3.39862922062118 -1945888.85038432
177000 0.105465700513968 3.33436327989756 -1946090.35022671
177500 0.105465700513968 3.30770213654332 -1946168.2390942
178000 0.105973493669923 3.240475522932 -1946326.96557522
178500 0.105973493669923 3.21655143279154 -1946405.39120792
179000 0.106481286825878 3.15204052289563 -1946643.57288165
179500 0.106481286825878 3.11791916458864 -1946691.64157621
180000 0.106989079981833 3.05831747425473 -1946852.30189779
180500 0.106989079981833 3.02342639612886 -1946937.97289247
181000 0.107496873137787 2.95310790228642 -1947138.95882867
181500 0.107496873137787 2.92081182513442 -1947157.60915779
182000 0.108004666293743 2.8620302668668 -1947412.47732834
182500 0.108004666293743 2.82971472230017 -1947446.30533671
183000 0.108512459449697 2.76312884619455 -1947634.15243724
183500 0.108512459449697 2.73367844404099 -1947682.59535036
184000 0.109020252605652 2.67171562126827 -1947854.31614079
184500 0.109020252605652 2.64006529125884 -1947890.84395493
185000 0.109528045761607 2.57885007743047 -1948115.10668528
185500 0.109528045761607 2.54550697293638 -1948081.01987928
186000 0.110035838917562 2.49220713067586 -1948266.81264955
186500 0.110035838917562 2.47678167748044 -1948354.56503856
187000 0.110543632073517 2.41821734178684 -1948429.54290848
187500 0.110543632073517 2.40298837000712 -1948514.52007081
188000 0.111051425229472 2.34833652915132 -1948651.18866888
188500 0.111051425229472 2.33369752923425 -1948683.1797213
189000 0.111559218385427 2.29570792151775 -1948880.08490824
189500 0.111559218385427 2.28733536129452 -1948833.5875169
190000 0.112067011541382 2.25103631307995 -1948957.18095652
190500 0.112067011541382 2.2464084580807 -1949024.07189976
191000 0.112574804697337 2.19717310190177 -1949101.42727629
191500 0.112574804697337 2.19707420824977 -1949131.74658116
192000 0.113082597853292 2.15568349151988 -1949232.15533502
192500 0.113082597853292 2.15970671347523 -1949202.96100162
193000 0.113590391009247 2.12659213115431 -1949369.38276386
193500 0.113590391009247 2.12956005632583 -1949382.87331326
194000 0.114098184165202 2.10407092438438 -1949464.55740065
194500 0.114098184165202 2.10894124596546 -1949470.1198199
195000 0.114605977321157 2.07328439181251 -1949550.26726128
195500 0.114605977321157 2.07868231804138 -1949516.35649334
196000 0.115113770477112 2.0449546640547 -1949620.4077727
196500 0.115113770477112 2.05391014880797 -1949560.53235439
197000 0.115621563633067 2.02286780293739 -1949704.62695378
197500 0.115621563633067 2.03950556343135 -1949704.86835067
198000 0.116129356789022 2.01549934295912 -1949726.173411
198500 0.116129356789022 2.025888780045 -1949740.17082658
199000 0.116637149944977 1.99712846075576 -1949744.86014007
199500 0.116637149944977 2.01098351316897 -1949782.07373424
200000 0.117144943100932 1.97931503624304 -1949876.78009587
200500 0.117144943100932 1.98056255797779 -1949810.47326328
201000 0.117652736256887 1.96035236423297 -1949921.10832409
201500 0.117652736256887 1.96847037110295 -1949833.83079054
202000 0.118160529412842 1.95094144176241 -1949955.23236272
202500 0.118160529412842 1.96189504323603 -1949897.01157661
203000 0.118668322568797 1.93728338343677 -1949963.27847369
203500 0.118668322568797 1.94964668934209 -1949910.96358976
204000 0.119176115724752 1.92833717244521 -1949960.960655
204500 0.119176115724752 1.93897355156379 -1949954.41889213
205000 0.119683908880707 1.91256074983851 -1950007.19787254
205500 0.119683908880707 1.92199180809631 -1950003.99729723
206000 0.120191702036662 1.89477919948703 -1949999.16992115
206500 0.120191702036662 1.90837130239454 -1949960.08666851
207000 0.120699495192617 1.89269677386538 -1950017.08152519
207500 0.120699495192617 1.90781703209402 -1950008.13465228
208000 0.121207288348572 1.88279755289916 -1950009.07022611
208500 0.121207288348572 1.90328645575416 -1949984.60258862
209000 0.121715081504527 1.88358848284046 -1950027.23474482
209500 0.121715081504527 1.90716507758004 -1950027.36174898
210000 0.122222874660482 1.88622929254578 -1950007.10831564
210500 0.122222874660482 1.90792251039672 -1949964.86639937
211000 0.122730667816437 1.88328800548071 -1950027.73093978
211500 0.122730667816437 1.89908488725578 -1949966.96086441
212000 0.123238460972392 1.88383015046882 -1950009.07026171
212500 0.123238460972392 1.90512286915771 -1949938.44359474
213000 0.123746254128347 1.88319623815632 -1949971.84083558
213500 0.123746254128347 1.90607912071596 -1949937.96204393
214000 0.124254047284302 1.88693910122345 -1949986.10931434
214500 0.124254047284302 1.90335288073255 -1949919.27403469
215000 0.124761840440256 1.88425425597652 -1950006.17995578
215500 0.124761840440256 1.90000480018985 -1949952.05065345
216000 0.125269633596211 1.87701674100441 -1949989.71457254
216500 0.125269633596211 1.89148687808223 -1949971.05326516
217000 0.125777426752166 1.86557025792273 -1949970.54575069
217500 0.125777426752166 1.87700573435781 -1949921.87771527
218000 0.126285219908121 1.85157146038587 -1949992.85032552
218500 0.126285219908121 1.86626333938113 -1949932.51988405
219000 0.126793013064076 1.84316362309843 -1949998.06388997
219500 0.126793013064076 1.8465842827688 -1949885.27119453
220000 0.127300806220031 1.82801002462298 -1949959.80972013
220500 0.127300806220031 1.84520414736807 -1949977.64544204
221000 0.127808599375986 1.81580335633163 -1949949.89366627
221500 0.127808599375986 1.83737159610669 -1949924.26733978
222000 0.128316392531941 1.82094142930812 -1949972.7875411
222500 0.128316392531941 1.83671393477062 -1949920.25102175
223000 0.128824185687896 1.82391713255932 -1949975.24305247
223500 0.128824185687896 1.84008305085882 -1949901.80718339
224000 0.129331978843851 1.82980374839171 -1949962.58022457
224500 0.129331978843851 1.84724980018722 -1949901.40932338
225000 0.129839771999806 1.82750035889239 -1949925.39846859
225500 0.129839771999806 1.83812832873098 -1949914.097228
226000 0.130347565155761 1.81996706810488 -1949952.63766798
226500 0.130347565155761 1.8389079085079 -1949900.43250878
227000 0.130855358311716 1.81138351734697 -1949942.90124286
227500 0.130855358311716 1.82925356826579 -1949870.76452344
228000 0.131363151467671 1.79625283686062 -1949977.96082976
228500 0.131363151467671 1.81201617287843 -1949912.64692068
229000 0.131870944623626 1.78406648268462 -1949940.64646491
229500 0.131870944623626 1.78742777962802 -1949928.25923157
230000 0.132378737779581 1.76278737062353 -1949936.31629032
230500 0.132378737779581 1.7754978573704 -1949882.80546528
231000 0.132886530935536 1.75595533649065 -1949933.5016153
231500 0.132886530935536 1.77027376178105 -1949854.79451849
232000 0.133394324091491 1.75204820717251 -1949963.10061059
232500 0.133394324091491 1.75534802899346 -1949858.27409003
233000 0.133902117247446 1.73629864655325 -1949921.50431408
233500 0.133902117247446 1.75790969726993 -1949872.81686127
234000 0.134409910403401 1.73491922367876 -1949960.70357133
234500 0.134409910403401 1.75924914299969 -1949852.97285387
235000 0.134917703559356 1.74578339037016 -1949914.29763477
235500 0.134917703559356 1.76531181409788 -1949866.67683678
236000 0.135425496715311 1.7543881298379 -1949924.13839925
236500 0.135425496715311 1.76941558375471 -1949831.5753565
237000 0.135933289871266 1.7482292659827 -1949910.70259953
237500 0.135933289871266 1.77070441060175 -1949834.20431241
238000 0.136441083027221 1.75233098947734 -1949877.06812875
238500 0.136441083027221 1.76817185595297 -1949836.4785866
239000 0.136948876183176 1.74237238436207 -1949841.08430454
239500 0.136948876183176 1.75866741106064 -1949832.6571214
240000 0.137456669339131 1.73421374205913 -1949887.79657134
240500 0.137456669339131 1.74677082003671 -1949799.95268459
241000 0.137964462495086 1.72302973004516 -1949890.8203015
241500 0.137964462495086 1.73236940816913 -1949810.11765953
242000 0.138472255651041 1.71057671026405 -1949856.93183864
242500 0.138472255651041 1.72899387780121 -1949842.23571669
243000 0.138980048806996 1.698701718194 -1949818.81479783
243500 0.138980048806996 1.71505451687772 -1949810.40236973
244000 0.139487841962951 1.68595870387265 -1949834.82009296
