step-aa strain-aa stress-aa energy-aa
55000 0.043515314126111 2.59468742118084 -1955885.50202172
55500 0.043515314126111 2.63573446707281 -1955704.16942036
56000 0.0440231074663183 2.63155499052367 -1955701.5490967
56500 0.0440231074663183 2.67386246810433 -1955580.63216312
57000 0.0445309008065256 2.67175343137649 -1955563.69621692
57500 0.0445309008065256 2.71574094715676 -1955481.03978926
58000 0.0450386941467329 2.71518139566136 -1955479.52680533
58500 0.0450386941467329 2.75954058629618 -1955341.21445366
59000 0.0455464874869404 2.75994705158807 -1955352.67266197
59500 0.0455464874869404 2.80045659602436 -1955233.76987215
60000 0.0460542808271477 2.79550770523122 -1955185.14196091
60500 0.0460542808271477 2.83763952856535 -1955064.58578599
61000 0.046562074167355 2.8381800385981 -1955064.61217952
61500 0.046562074167355 2.87914098797111 -1954941.06770434
62000 0.0470698675075623 2.87380695401466 -1954913.50789016
62500 0.0470698675075623 2.91763182856217 -1954813.0308481
63000 0.0475776608477698 2.91277735122787 -1954786.42464258
63500 0.0475776608477698 2.95659560968648 -1954643.13419822
64000 0.0480854541879771 2.95340947934273 -1954642.75354915
64500 0.0480854541879771 2.99503948581889 -1954515.72446329
65000 0.0485932475281844 2.99324179379274 -1954495.99571086
65500 0.0485932475281844 3.03605072088266 -1954364.70999482
66000 0.0491010408683918 3.03476879025911 -1954375.33848123
66500 0.0491010408683918 3.07716719876574 -1954204.67412624
67000 0.0496088342085991 3.07382013018203 -1954208.18492069
67500 0.0496088342085991 3.11794648214957 -1954075.02126946
68000 0.0501166275488065 3.11340922443206 -1954062.84762943
68500 0.0501166275488065 3.15773872381733 -1953922.88397362
69000 0.0506244208890138 3.15179085495512 -1953910.91668286
69500 0.0506244208890138 3.18899631996112 -1953734.7176336
70000 0.0511322142292212 3.1929286204506 -1953750.84715169
70500 0.0511322142292212 3.23496084483514 -1953657.663372
71000 0.0516400075694285 3.22586357132367 -1953588.91108342
71500 0.0516400075694285 3.27126180024551 -1953443.90738165
72000 0.0521478009096359 3.26672939513152 -1953447.71799921
72500 0.0521478009096359 3.30928849299502 -1953322.69854913
73000 0.0526555942498433 3.30690032253886 -1953306.85018663
73500 0.0526555942498433 3.34467881516976 -1953167.16579832
74000 0.0531633875900506 3.34593239896215 -1953181.22384738
74500 0.0531633875900506 3.38530351004659 -1953037.05082927
75000 0.0536711809302579 3.38112396217832 -1952988.68660726
75500 0.0536711809302579 3.42025144583985 -1952857.53238097
76000 0.0541789742704653 3.41990445022132 -1952867.26360776
76500 0.0541789742704653 3.45601838702639 -1952696.43498646
77000 0.0546867676106727 3.45779508938051 -1952727.0829685
77500 0.0546867676106727 3.49511854475929 -1952558.00697467
78000 0.05519456095088 3.4908541260743 -1952549.64233561
78500 0.05519456095088 3.53175110183459 -1952393.99200875
79000 0.0557023542910873 3.52600366575574 -1952389.66795038
79500 0.0557023542910873 3.56743554702644 -1952210.19395812
80000 0.0562101476312947 3.56717609010086 -1952254.82097618
80500 0.0562101476312947 3.60567286105459 -1952083.8778491
81000 0.0567179409715021 3.60729620985015 -1952087.51873024
81500 0.0567179409715021 3.64136072272312 -1951900.2612805
82000 0.0572257343117094 3.63768306650993 -1951882.32401972
82500 0.0572257343117094 3.67735084216573 -1951751.95739397
83000 0.0577335276519167 3.67401731736439 -1951710.64237556
83500 0.0577335276519167 3.71174737790358 -1951552.85250258
84000 0.0582413209921242 3.71312143799317 -1951578.02429368
84500 0.0582413209921242 3.75033017007154 -1951402.05617193
85000 0.0587491143323315 3.75376231454438 -1951454.56678361
85500 0.0587491143323315 3.78493639840893 -1951213.45130796
86000 0.0592569076725388 3.78390434679708 -1951220.48580218
86500 0.0592569076725388 3.82367322755474 -1951079.07165985
87000 0.0597647010127461 3.81866348430523 -1951071.23404495
87500 0.0597647010127461 3.8582490589482 -1950895.56852516
88000 0.0602724943529536 3.8577644937183 -1950923.07775643
88500 0.0602724943529536 3.89470440085824 -1950750.34814542
89000 0.0607802876931609 3.89517026872005 -1950773.99191371
89500 0.0607802876931609 3.93130321212757 -1950598.72291995
90000 0.0612880810333682 3.92645164018641 -1950580.95873711
90500 0.0612880810333682 3.96303016736286 -1950409.88998906
91000 0.0617958743735755 3.96325532908808 -1950448.56343415
91500 0.0617958743735755 3.9959073445995 -1950244.45822165
92000 0.062303667713783 3.9952321063284 -1950227.60459976
92500 0.062303667713783 4.02772985695446 -1950013.0771261
93000 0.0628114610539903 4.03016233336833 -1950072.0380511
93500 0.0628114610539903 4.06513171808043 -1949896.79604392
94000 0.0633192543941976 4.06365048478074 -1949893.33830783
94500 0.0633192543941976 4.10236482338333 -1949732.33541539
95000 0.0638270477344051 4.09658331031932 -1949703.24866593
95500 0.0638270477344051 4.13552369033216 -1949561.68887682
96000 0.0643348410746124 4.13405170717255 -1949572.95008081
96500 0.0643348410746124 4.16835785875321 -1949347.73123636
97000 0.0648426344148197 4.17154844588743 -1949386.25739264
97500 0.0648426344148197 4.20600144799299 -1949192.95618951
98000 0.065350427755027 4.20081784746194 -1949195.29020148
98500 0.065350427755027 4.23769093887672 -1949016.24299813
99000 0.0658582210952345 4.23435235208848 -1949005.70725718
99500 0.0658582210952345 4.27502478971118 -1948846.073061
100000 0.0663660144354418 4.26753222655799 -1948823.29504589
100500 0.0663660144354418 4.3041677432419 -1948656.70462718
101000 0.0668738077756491 4.3060949644035 -1948688.69481605
101500 0.0668738077756491 4.34013152248205 -1948507.73668886
102000 0.0673816011158564 4.33994064026796 -1948512.85654894
102500 0.0673816011158564 4.37013439276344 -1948285.73316028
103000 0.0678893944560639 4.37248130233889 -1948317.0754028
103500 0.0678893944560639 4.40679690376395 -1948157.15610444
104000 0.0683971877962712 4.40454735942919 -1948133.51116059
104500 0.0683971877962712 4.43698789317373 -1947921.39037496
105000 0.0689049811364785 4.43608480599421 -1947938.27182924
105500 0.0689049811364785 4.46825048377798 -1947758.78842744
106000 0.069412774476686 4.46868377225714 -1947771.92296749
106500 0.069412774476686 4.4989759305174 -1947563.28998043
107000 0.0699205678168933 4.49882146240748 -1947592.9919745
107500 0.0699205678168933 4.53389925121067 -1947363.83578129
108000 0.0704283611571006 4.52954466626091 -1947395.35467932
108500 0.0704283611571006 4.56435881618108 -1947167.45151458
109000 0.0709361544973079 4.56089541998227 -1947206.56260947
109500 0.0709361544973079 4.59408459993719 -1946982.30550113
110000 0.0714439478375154 4.59397894638708 -1947005.49500971
110500 0.0714439478375154 4.62616805864967 -1946828.30695966
111000 0.0719517411777227 4.62548396507983 -1946824.62296109
111500 0.0719517411777227 4.66102174681878 -1946662.39543214
112000 0.07245953451793 4.65573325518976 -1946650.45344376
112500 0.07245953451793 4.68486433465143 -1946444.87947491
113000 0.0729673278581373 4.68528181166144 -1946421.81922111
113500 0.0729673278581373 4.72209685675471 -1946256.27127952
114000 0.0734751211983448 4.71983186385472 -1946255.28608946
114500 0.0734751211983448 4.75181410997547 -1946051.86790606
115000 0.0739829145385521 4.74961276018904 -1946035.37946572
115500 0.0739829145385521 4.78504077608078 -1945889.48774715
116000 0.0744907078787594 4.78510722947201 -1945922.62606126
116500 0.0744907078787594 4.80897909926201 -1945635.74636313
117000 0.0749985012189669 4.81415156730775 -1945687.88354832
117500 0.0749985012189669 4.84541471335974 -1945476.45616046
118000 0.0755062945591742 4.84009759098293 -1945463.35513155
118500 0.0755062945591742 4.87264144893066 -1945276.48438402
119000 0.0760140878993815 4.87125960164831 -1945277.87089386
119500 0.0760140878993815 4.90704872394509 -1945091.52924549
120000 0.0765218812395888 4.90411874738534 -1945096.08841851
120500 0.0765218812395888 4.93650370328607 -1944913.41551336
121000 0.0770296745797962 4.93068011585595 -1944879.69677141
121500 0.0770296745797962 4.95897494026255 -1944647.42821197
122000 0.0775374679200036 4.96908088711112 -1944768.52557015
122500 0.0775374679200036 4.99639998699796 -1944533.05053566
123000 0.0780452612602109 4.99328543045446 -1944530.9355598
123500 0.0780452612602109 5.02498393419524 -1944320.64652382
124000 0.0785530546004182 5.02198573909689 -1944304.66119024
124500 0.0785530546004182 5.05396031520588 -1944101.66090749
125000 0.0790608479406257 5.0541874131469 -1944146.63940155
125500 0.0790608479406257 5.08746422941933 -1943917.24268752
126000 0.079568641280833 5.08308590147188 -1943916.25242664
126500 0.079568641280833 5.11681361744031 -1943748.12446997
127000 0.0800764346210403 5.10783570122076 -1943716.56069573
127500 0.0800764346210403 5.13962081873393 -1943536.7330283
128000 0.0805842279612477 5.13343375131853 -1943502.34789288
128500 0.0805842279612477 5.16131554354641 -1943309.1022343
129000 0.081092021301455 5.16170768234198 -1943363.27192079
129500 0.081092021301455 5.19085305800064 -1943172.97901182
130000 0.0815998146416624 5.1853083259204 -1943181.4858609
130500 0.0815998146416624 5.2104234504065 -1942980.25950475
131000 0.0821076079818697 5.20881068211563 -1942991.9371868
131500 0.0821076079818697 5.24030392668709 -1942796.38471597
132000 0.0826154013220771 5.23803016740393 -1942849.64396243
132500 0.0826154013220771 5.26428283477463 -1942632.1122332
133000 0.0831231946622844 5.26096518025313 -1942659.06134582
133500 0.0831231946622844 5.28794001362711 -1942459.15981311
134000 0.0836309880024918 5.28322733509699 -1942478.5510442
134500 0.0836309880024918 5.31155913108044 -1942334.73285841
135000 0.0841387813426991 5.30570760731801 -1942352.29592682
135500 0.0841387813426991 5.3290288701673 -1942197.23058057
136000 0.0846465746829065 5.31868108384751 -1942251.48476521
136500 0.0846465746829065 5.33940959204429 -1942092.4509847
137000 0.0851543680231139 5.32207321943708 -1942112.42263431
137500 0.0851543680231139 5.35032982601716 -1942051.67365276
138000 0.0856621613633212 5.33501171847565 -1942075.91398824
138500 0.0856621613633212 5.35170173814262 -1941940.96402491
139000 0.0861699547035286 5.33696277891205 -1942014.32090112
139500 0.0861699547035286 5.34970441269691 -1941832.64417678
140000 0.0866777480437359 5.32909356131121 -1941904.0817927
140500 0.0866777480437359 5.34510140996353 -1941765.07423221
141000 0.0871855413839432 5.32778782871515 -1941875.87882772
141500 0.0871855413839432 5.33980591085855 -1941719.78958551
142000 0.0876933347241506 5.31720528441999 -1941808.80951726
142500 0.0876933347241506 5.32743564311768 -1941689.16023766
143000 0.088201128064358 5.30142398115643 -1941792.09870263
143500 0.088201128064358 5.31003780901053 -1941707.31481426
144000 0.0887089214045653 5.28575826815713 -1941799.76438313
144500 0.0887089214045653 5.29161747034938 -1941687.8805233
145000 0.0892167147447726 5.26223321531599 -1941764.7254457
145500 0.0892167147447726 5.27018790534605 -1941633.15276396
146000 0.08972450808498 5.24868084468037 -1941758.28558168
146500 0.08972450808498 5.25850362921797 -1941660.80138498
147000 0.0902323014251874 5.23430968527473 -1941741.81414879
147500 0.0902323014251874 5.24502091356321 -1941685.72514948
148000 0.0907400947653947 5.21660014870741 -1941756.18085638
148500 0.0907400947653947 5.2234271471711 -1941735.9735079
149000 0.091247888105602 5.18566347286429 -1941831.29414011
149500 0.091247888105602 5.18324956789789 -1941767.94219167
150000 0.0917556814458095 5.14141980326544 -1941856.87685784
150500 0.0917556814458095 5.14168539344439 -1941839.6097497
151000 0.0922634747860168 5.09440404238047 -1941952.63428043
151500 0.0922634747860168 5.08061618919224 -1941829.83227201
152000 0.0927712681262241 5.04632247473317 -1941966.91697588
152500 0.0927712681262241 5.04182824091694 -1941880.20513008
153000 0.0932790614664314 4.99804232875762 -1942005.02507653
153500 0.0932790614664314 4.9982493136541 -1941949.56906996
154000 0.0937868548066389 4.96015200803492 -1942069.51064429
154500 0.0937868548066389 4.9559651869183 -1942005.28906746
155000 0.0942946481468462 4.92236342494351 -1942163.05223044
155500 0.0942946481468462 4.90795597633696 -1942003.71979914
156000 0.0948024414870535 4.8680367512244 -1942106.73628854
156500 0.0948024414870535 4.86731333674349 -1942046.94442394
157000 0.0953102348272608 4.82202013424734 -1942172.16232199
157500 0.0953102348272608 4.82066665414971 -1942128.06836591
158000 0.0958180281674683 4.78463782342432 -1942279.96745009
158500 0.0958180281674683 4.76939161539768 -1942209.12102614
159000 0.0963258215076756 4.71996974314311 -1942326.14233105
159500 0.0963258215076756 4.70788448451886 -1942305.78791583
160000 0.0968336148478829 4.64914162864958 -1942419.91115925
160500 0.0968336148478829 4.62836663797271 -1942332.42503135
161000 0.0973414081880904 4.58273465928272 -1942482.97701549
161500 0.0973414081880904 4.56654438161886 -1942376.74199985
162000 0.0978492015282977 4.5156293959438 -1942562.10565382
162500 0.0978492015282977 4.50211419156672 -1942573.84375149
163000 0.098356994868505 4.4417277674968 -1942679.46774067
163500 0.098356994868505 4.41988018196713 -1942653.29115278
164000 0.0988647882087125 4.37111206930923 -1942854.37480106
164500 0.0988647882087125 4.35101683486219 -1942794.58384758
165000 0.0993725815489198 4.2961779136877 -1942947.43930148
165500 0.0993725815489198 4.27716171074548 -1942936.36350626
166000 0.0998803748891271 4.22669596735698 -1943081.02326425
166500 0.0998803748891271 4.21014873255839 -1943072.59353818
167000 0.100388168229334 4.15538838239299 -1943222.59055565
167500 0.100388168229334 4.12736878174593 -1943210.54952933
168000 0.100895961569542 4.06503905666229 -1943350.58820111
168500 0.100895961569542 4.04249287961118 -1943342.21820998
169000 0.101403754909749 3.98813459361771 -1943507.98162886
169500 0.101403754909749 3.97720441524029 -1943545.09406453
170000 0.101911548249956 3.92441438802442 -1943676.00118026
170500 0.101911548249956 3.90640450117385 -1943712.58117064
171000 0.102419341590164 3.84114750571975 -1943813.38760524
171500 0.102419341590164 3.81649976411916 -1943850.48558285
172000 0.102927134930371 3.75272331722949 -1944078.5964116
172500 0.102927134930371 3.71774859364976 -1944033.08263093
173000 0.103434928270579 3.66395405463592 -1944276.66640837
173500 0.103434928270579 3.63907974950881 -1944261.27292234
174000 0.103942721610786 3.5772851955145 -1944441.43017113
174500 0.103942721610786 3.55003853492898 -1944446.76969234
175000 0.104450514950993 3.49522880271669 -1944652.96928727
175500 0.104450514950993 3.4718849049193 -1944648.40646193
176000 0.104958308291201 3.4128829605827 -1944796.05182481
176500 0.104958308291201 3.39303818125586 -1944790.74885684
177000 0.105466101631408 3.32983061786068 -1944908.54039503
177500 0.105466101631408 3.32196860907812 -1944931.68328499
178000 0.105973894971615 3.27373215333969 -1945060.24042397
178500 0.105973894971615 3.26421969407348 -1945021.6282773
179000 0.106481688311823 3.21988420524531 -1945177.75202313
179500 0.106481688311823 3.20584972304572 -1945135.29357298
180000 0.10698948165203 3.16677342303211 -1945313.96549878
180500 0.10698948165203 3.15054882003774 -1945277.08374417
181000 0.107497274992237 3.10359269816331 -1945416.68244791
181500 0.107497274992237 3.09609489330367 -1945422.50325056
182000 0.108005068332445 3.05105430383921 -1945515.42178287
182500 0.108005068332445 3.05382953770568 -1945575.31576473
183000 0.108512861672652 3.00910798566643 -1945690.45065612
183500 0.108512861672652 2.99980364265888 -1945656.60703402
184000 0.109020655012859 2.96032119674943 -1945842.78033569
184500 0.109020655012859 2.94641219182506 -1945821.80869142
185000 0.109528448353067 2.89972008580155 -1945940.14423444
185500 0.109528448353067 2.89355056568792 -1945917.64390922
186000 0.110036241693274 2.85118506888797 -1946021.23822107
186500 0.110036241693274 2.83962629314192 -1945985.66875536
187000 0.110544035033482 2.79806427779753 -1946121.48309093
187500 0.110544035033482 2.79310868054337 -1946079.29550284
188000 0.111051828373689 2.75616699354202 -1946219.70922398
188500 0.111051828373689 2.75195537948839 -1946219.79229248
189000 0.111559621713896 2.71082938225484 -1946319.88496228
189500 0.111559621713896 2.70695350354952 -1946296.48801202
190000 0.112067415054104 2.6731777321341 -1946417.03936462
190500 0.112067415054104 2.67369787313942 -1946405.62658202
191000 0.112575208394311 2.63923219835954 -1946525.32243802
191500 0.112575208394311 2.64259160997013 -1946542.69792549
192000 0.113083001734518 2.60720697402532 -1946671.22989634
192500 0.113083001734518 2.61158153998671 -1946651.76594455
193000 0.113590795074726 2.57515185092606 -1946774.8635709
193500 0.113590795074726 2.57800460424738 -1946742.75401131
194000 0.114098588414933 2.54738708370226 -1946853.86542682
194500 0.114098588414933 2.54927940042209 -1946805.44814944
195000 0.11460638175514 2.52078755443254 -1946928.65004902
195500 0.11460638175514 2.51942343590806 -1946952.16227758
196000 0.115114175095348 2.48303957471346 -1947031.53586057
196500 0.115114175095348 2.49056483812387 -1947034.04443303
197000 0.115621968435555 2.45064866132268 -1947122.70458165
197500 0.115621968435555 2.45531581543128 -1947125.36977594
198000 0.116129761775762 2.42293959516753 -1947207.67950364
198500 0.116129761775762 2.42296915958657 -1947183.79129104
199000 0.11663755511597 2.38221898386206 -1947216.93538112
199500 0.11663755511597 2.39000287497585 -1947217.02913306
200000 0.117145348456177 2.3559411392969 -1947298.27465473
200500 0.117145348456177 2.36263535517102 -1947271.97294733
201000 0.117653141796385 2.33345294416559 -1947437.88698344
201500 0.117653141796385 2.33613165361908 -1947356.88187458
202000 0.118160935136592 2.31477739130404 -1947387.5195722
202500 0.118160935136592 2.31960487215945 -1947397.16154556
203000 0.118668728476799 2.28890813402855 -1947430.61866627
203500 0.118668728476799 2.30373041734884 -1947396.59387143
204000 0.119176521817006 2.27123337684738 -1947493.86087315
204500 0.119176521817006 2.28129209035685 -1947484.85700199
205000 0.119684315157214 2.25807248858892 -1947535.11655692
205500 0.119684315157214 2.26746833778221 -1947495.78611451
206000 0.120192108497421 2.24572099018384 -1947562.84206729
206500 0.120192108497421 2.26498664961194 -1947537.534534
207000 0.120699901837629 2.24330954605833 -1947566.30263387
207500 0.120699901837629 2.26913654777691 -1947529.478019
208000 0.121207695177836 2.24957880781781 -1947576.29329613
