step-ia strain-ia stress-ia energy-ia
244500 0.139381497976685 1.57703503793694 -1948725.12131437
245000 0.139889243742272 1.5488526177641 -1948740.80575858
245500 0.139889243742272 1.56323161098736 -1948695.10566681
246000 0.140396989507859 1.5329786904789 -1948743.3798575
246500 0.140396989507859 1.5542229664398 -1948716.34887588
247000 0.140904735273445 1.53232345849785 -1948731.36695264
247500 0.140904735273445 1.55245331684117 -1948668.57415533
248000 0.141412481039032 1.53780257597263 -1948722.40212978
248500 0.141412481039032 1.55912387256008 -1948741.00033711
249000 0.141920226804619 1.52052005186058 -1948762.47247723
249500 0.141920226804619 1.53490805754656 -1948708.37408883
250000 0.142427972570206 1.50545619033309 -1948756.39645474
250500 0.142427972570206 1.52241470744332 -1948728.90519949
251000 0.142935718335792 1.499913867921 -1948747.34307902
251500 0.142935718335792 1.50876717847678 -1948693.22011143
252000 0.143443464101379 1.49113877169993 -1948778.06207014
252500 0.143443464101379 1.49229273340861 -1948694.37554381
253000 0.143951209866966 1.47166343053439 -1948763.95327765
253500 0.143951209866966 1.49328079724351 -1948709.07741694
254000 0.144458955632553 1.47093654371539 -1948743.81967079
254500 0.144458955632553 1.4865025138242 -1948789.93394976
255000 0.144966701398139 1.46031792256471 -1948764.0298086
255500 0.144966701398139 1.47453941091857 -1948694.60332382
256000 0.145474447163726 1.44998049738395 -1948736.5720291
256500 0.145474447163726 1.46912966387805 -1948731.26422619
257000 0.145982192929313 1.45132290037109 -1948806.8128123
257500 0.145982192929313 1.46480407422163 -1948716.62011431
258000 0.1464899386949 1.4436568956257 -1948746.35710257
258500 0.1464899386949 1.46135418933982 -1948723.03630797
259000 0.146997684460486 1.43497759712866 -1948751.9044341
259500 0.146997684460486 1.45641845870382 -1948767.49633513
260000 0.147505430226073 1.42247568037472 -1948745.34555768
260500 0.147505430226073 1.43801404026197 -1948757.06767629
261000 0.14801317599166 1.40407301814055 -1948754.86710886
261500 0.14801317599166 1.41770238115399 -1948754.2987043
262000 0.148520921757247 1.38265293700634 -1948791.04954246
262500 0.148520921757247 1.3989280975489 -1948782.43326227
263000 0.149028667522833 1.36403651951029 -1948755.12807827
263500 0.149028667522833 1.37945308929262 -1948758.58642941
264000 0.14953641328842 1.35018136988125 -1948791.29773697
264500 0.14953641328842 1.36947172954727 -1948778.13304586
265000 0.150044159054007 1.34256267752119 -1948790.23944011
265500 0.150044159054007 1.36717089793879 -1948777.3160107
266000 0.150551904819594 1.34136922917044 -1948777.77431553
266500 0.150551904819594 1.35705813645528 -1948743.7385512
267000 0.151059650585181 1.33112300710694 -1948808.77494802
267500 0.151059650585181 1.34598355404042 -1948770.99705804
268000 0.151567396350767 1.32646467803466 -1948799.91384798
268500 0.151567396350767 1.33534838665462 -1948771.73493942
269000 0.152075142116354 1.32052848047542 -1948854.8605669
269500 0.152075142116354 1.33050123939266 -1948790.39307511
270000 0.152582887881941 1.30645479961642 -1948799.0412859
270500 0.152582887881941 1.32055368462956 -1948793.10179051
271000 0.153090633647528 1.29912743315571 -1948836.4114766
271500 0.153090633647528 1.30200746460769 -1948833.100037
272000 0.153598379413114 1.26708829727515 -1948857.74293941
272500 0.153598379413114 1.27316957739521 -1948805.29348089
273000 0.154106125178701 1.24615682773554 -1948835.37105196
273500 0.154106125178701 1.25813746195322 -1948804.8578785
274000 0.154613870944288 1.24054946380536 -1948866.4750357
274500 0.154613870944288 1.2598824730538 -1948854.07508587
275000 0.155121616709875 1.23128825894915 -1948874.61354821
275500 0.155121616709875 1.24421565786834 -1948885.9302578
276000 0.155629362475461 1.22439823289434 -1948910.63285588
276500 0.155629362475461 1.23513142880702 -1948876.61693238
277000 0.156137108241048 1.20619973889386 -1948870.6784174
277500 0.156137108241048 1.22509764054381 -1948870.26860154
278000 0.156644854006635 1.19731570145637 -1948882.25900366
278500 0.156644854006635 1.21819493874925 -1948844.83816029
279000 0.157152599772222 1.19764334883035 -1948881.34123078
279500 0.157152599772222 1.22151467017359 -1948828.49344077
280000 0.157660345537808 1.20448779137344 -1948870.21087143
280500 0.157660345537808 1.22238609768544 -1948835.90163101
281000 0.158168091303395 1.20105782824503 -1948874.06593859
281500 0.158168091303395 1.22379274392897 -1948890.67273827
282000 0.158675837068982 1.19725353734699 -1948874.98752468
282500 0.158675837068982 1.21133482700256 -1948819.12872969
283000 0.159183582834569 1.19458867405726 -1948871.2581448
283500 0.159183582834569 1.20085971972708 -1948834.97146998
284000 0.159691328600155 1.18259069072634 -1948876.93915298
284500 0.159691328600155 1.19795600746335 -1948880.69846038
285000 0.160199074365742 1.17709365881649 -1948909.9041509
285500 0.160199074365742 1.19631703321586 -1948883.05136674
286000 0.160706820131329 1.16744102322298 -1948921.83108916
286500 0.160706820131329 1.17741338344181 -1948873.0245157
287000 0.161214565896916 1.1544580635816 -1948906.45286858
287500 0.161214565896916 1.17057062922038 -1948878.81231677
288000 0.161722311662502 1.14725485100934 -1948927.7377152
288500 0.161722311662502 1.15714706325792 -1948908.69116407
289000 0.162230057428089 1.12995104127827 -1948946.70270365
289500 0.162230057428089 1.13970005545813 -1948886.93090923
290000 0.162737803193676 1.11801595564488 -1948894.66315519
290500 0.162737803193676 1.13354382561883 -1948906.03703378
291000 0.163245548959263 1.12047400679025 -1948924.71064307
291500 0.163245548959263 1.13888787989765 -1948906.1558264
292000 0.16375329472485 1.11991852071024 -1948910.35312689
292500 0.16375329472485 1.13792601312848 -1948869.89661734
293000 0.164261040490436 1.12669424610216 -1948938.42245409
293500 0.164261040490436 1.14739748647053 -1948926.89440796
294000 0.164768786256023 1.11924141563307 -1948912.66725461
294500 0.164768786256023 1.14488631639154 -1948869.33941385
295000 0.16527653202161 1.12634311259133 -1948891.98549371
295500 0.16527653202161 1.13018346455921 -1948841.1462832
296000 0.165784277787197 1.1071012942221 -1948883.48505668
296500 0.165784277787197 1.12801767709353 -1948889.20963931
297000 0.166292023552783 1.10943759383029 -1948880.31088617
297500 0.166292023552783 1.1254430687408 -1948827.68057865
298000 0.16679976931837 1.10658352707929 -1948877.61663468
298500 0.16679976931837 1.11983061396498 -1948870.75402578
299000 0.167307515083957 1.09206784600751 -1948883.52236912
299500 0.167307515083957 1.11135002257224 -1948865.41043866
300000 0.167815260849544 1.08800744013882 -1948856.83150228
300500 0.167815260849544 1.1013218801394 -1948826.30721696
301000 0.16832300661513 1.08546128001561 -1948919.92073059
301500 0.16832300661513 1.10063178122896 -1948848.86715698
302000 0.168830752380717 1.07833036259718 -1948875.71192064
302500 0.168830752380717 1.09780364744816 -1948881.53894124
303000 0.169338498146304 1.06695678876493 -1948888.84465534
303500 0.169338498146304 1.0799976111629 -1948891.67862429
304000 0.169846243911891 1.06226322938809 -1948905.7975849
304500 0.169846243911891 1.0799663658082 -1948846.64591805
305000 0.170353989677477 1.05776400543665 -1948866.05092211
305500 0.170353989677477 1.07814791647299 -1948869.37283421
306000 0.170861735443064 1.05251708829597 -1948826.36446557
306500 0.170861735443064 1.07356074732101 -1948849.78360444
307000 0.171369481208651 1.05664503515641 -1948891.53629764
307500 0.171369481208651 1.07130184401792 -1948823.91824908
308000 0.171877226974238 1.0502922367101 -1948867.7994881
308500 0.171877226974238 1.06537739572853 -1948869.0457106
309000 0.172384972739824 1.04258886286998 -1948870.12561752
309500 0.172384972739824 1.06012667736765 -1948815.6074202
310000 0.172892718505411 1.0423690701049 -1948884.66642056
310500 0.172892718505411 1.06582110227969 -1948816.12560425
311000 0.173400464270998 1.03547986740185 -1948824.29230458
311500 0.173400464270998 1.05784994779931 -1948831.19460211
312000 0.173908210036585 1.03526626877818 -1948809.1587157
312500 0.173908210036585 1.04469786474903 -1948775.64763523
313000 0.174415955802171 1.02905377153089 -1948847.39775534
313500 0.174415955802171 1.04479866310244 -1948825.56705162
314000 0.174923701567758 1.02729403366365 -1948819.9252051
314500 0.174923701567758 1.04793160911118 -1948786.07267603
315000 0.175431447333345 1.02606410533079 -1948820.33609025
315500 0.175431447333345 1.03835841547722 -1948760.72005682
316000 0.175939193098932 1.01756034993504 -1948803.52512394
316500 0.175939193098932 1.03620727894061 -1948815.22977824
317000 0.176446938864518 1.02211100376755 -1948847.9046514
317500 0.176446938864518 1.03048165096821 -1948775.91769056
318000 0.176954684630105 1.00657532690601 -1948801.08436083
318500 0.176954684630105 1.01935030586429 -1948775.06971915
319000 0.177462430395692 1.00385061201287 -1948793.39718932
319500 0.177462430395692 1.02022357504385 -1948725.5606846
320000 0.177970176161279 0.997694006045688 -1948793.50013817
320500 0.177970176161279 1.01302312327285 -1948747.43173968
321000 0.178477921926865 0.994087274319934 -1948781.24115084
321500 0.178477921926865 1.01201498612593 -1948761.3328982
322000 0.178985667692452 0.992234853306211 -1948764.09141263
322500 0.178985667692452 1.01632160824165 -1948745.99667917
323000 0.179493413458039 0.993593854820308 -1948782.68412813
323500 0.179493413458039 1.00973336960395 -1948736.62505284
324000 0.180001159223626 0.987185396973928 -1948764.49684779
324500 0.180001159223626 1.00490512695792 -1948731.97461218
325000 0.180508904989212 0.979400905947028 -1948768.72539697
325500 0.180508904989212 0.996161062312858 -1948712.03545687
326000 0.181016650754799 0.975669718140491 -1948760.80801276
326500 0.181016650754799 0.995095563461731 -1948730.95602808
327000 0.181524396520386 0.965903302094913 -1948741.83255794
327500 0.181524396520386 0.977846167031498 -1948685.30598611
328000 0.182032142285973 0.945841827322979 -1948741.7008103
328500 0.182032142285973 0.966990954208719 -1948730.28660311
329000 0.18253988805156 0.946200675158061 -1948727.06856169
329500 0.18253988805156 0.971902325280025 -1948735.23198113
330000 0.183047633817146 0.950654660955761 -1948768.15975555
330500 0.183047633817146 0.964172150065749 -1948677.30012518
331000 0.183555379582733 0.94344729829713 -1948698.96667541
331500 0.183555379582733 0.96004433861486 -1948729.38963385
332000 0.18406312534832 0.94828113997743 -1948721.73432991
332500 0.18406312534832 0.973422462191964 -1948719.26830385
333000 0.184570871113907 0.947775270301732 -1948691.44366368
333500 0.184570871113907 0.964987518084203 -1948694.74460464
334000 0.185078616879493 0.947334208739839 -1948695.27385191
334500 0.185078616879493 0.962149682644375 -1948662.64417171
335000 0.18558636264508 0.942052358064806 -1948744.4769829
335500 0.18558636264508 0.964418613224286 -1948681.36354729
336000 0.186094108410667 0.941875653245323 -1948676.14496878
336500 0.186094108410667 0.958833654597734 -1948647.51885996
337000 0.186601854176254 0.941134549978494 -1948697.15019264
337500 0.186601854176254 0.949614630536224 -1948638.78620286
338000 0.18710959994184 0.934735777201327 -1948706.55612507
338500 0.18710959994184 0.947516118581098 -1948681.63846738
339000 0.187617345707427 0.924670273024036 -1948697.67866703
339500 0.187617345707427 0.931318001547016 -1948638.27769775
340000 0.188125091473014 0.913326685427912 -1948699.77151276
340500 0.188125091473014 0.926390823820889 -1948675.20681907
341000 0.188632837238601 0.909675178752744 -1948676.90766463
341500 0.188632837238601 0.920523821671576 -1948605.72251472
342000 0.189140583004187 0.903774572012937 -1948653.79590647
342500 0.189140583004187 0.919362799289451 -1948633.04889382
343000 0.189648328769774 0.903308941677484 -1948660.7055324
343500 0.189648328769774 0.925797652159165 -1948632.54633428
344000 0.190156074535361 0.905905710920492 -1948627.78891163
344500 0.190156074535361 0.937076544623594 -1948629.60754907
345000 0.190663820300948 0.931443550044352 -1948636.13785383
345500 0.190663820300948 0.949460957037234 -1948591.91777672
346000 0.191171566066534 0.927899778980913 -1948606.27611514
346500 0.191171566066534 0.947383357134174 -1948576.79921479
347000 0.191679311832121 0.93369028561162 -1948611.55109634
347500 0.191679311832121 0.949733419022963 -1948573.89170612
348000 0.192187057597708 0.928740400305695 -1948526.7645616
348500 0.192187057597708 0.949376781323129 -1948547.95895803
349000 0.192694803363295 0.936566743673281 -1948544.18726851
349500 0.192694803363295 0.955982679579129 -1948524.86641921
350000 0.193202549128881 0.941249196356851 -1948571.34001188
350500 0.193202549128881 0.958548816961509 -1948511.95894638
351000 0.193710294894468 0.934002117387754 -1948531.13996517
