step-ia strain-ia stress-ia energy-ia
47500 0.0393555821560938 2.27659513649591 -1956793.7916989
48000 0.0398633279216806 2.27571135523324 -1956796.52022235
48500 0.0398633279216806 2.32354434769579 -1956714.2006352
49000 0.0403710736872672 2.31544285007985 -1956646.85223847
49500 0.0403710736872672 2.35629169211423 -1956504.33041747
50000 0.040878819452854 2.36165203934278 -1956529.30375417
50500 0.040878819452854 2.40507455592889 -1956434.95535396
51000 0.0413865652184408 2.40254659255027 -1956414.43872022
51500 0.0413865652184408 2.44699485587503 -1956278.26671419
52000 0.0418943109840275 2.44518893904366 -1956277.50920292
52500 0.0418943109840275 2.48827166125991 -1956165.95999268
53000 0.0424020567496143 2.48766895360178 -1956191.61468036
53500 0.0424020567496143 2.53729720453141 -1956082.44965114
54000 0.0429098025152011 2.52877962774281 -1956038.13906241
54500 0.0429098025152011 2.57499879764277 -1955918.60294645
55000 0.0434175482807879 2.57316741063622 -1955926.0068779
55500 0.0434175482807879 2.61656679192226 -1955765.67389995
56000 0.0439252940463746 2.61685945806029 -1955788.86739451
56500 0.0439252940463746 2.65828178797351 -1955677.34678672
57000 0.0444330398119614 2.65443702858584 -1955616.44451608
57500 0.0444330398119614 2.69811875011939 -1955516.89820096
58000 0.0449407855775482 2.69925713708097 -1955525.75051897
58500 0.0449407855775482 2.74178722005439 -1955401.94222711
59000 0.0454485313431348 2.74302665774011 -1955420.48758663
59500 0.0454485313431348 2.77700913598148 -1955197.46004353
60000 0.0459562771087217 2.78164815364154 -1955262.14932794
60500 0.0459562771087217 2.81813568305965 -1955056.63008778
61000 0.0464640228743085 2.82122382484554 -1955121.46851335
61500 0.0464640228743085 2.86236141845626 -1954976.32206768
62000 0.0469717686398951 2.86575006191625 -1955040.06620962
62500 0.0469717686398951 2.90254525959183 -1954861.86276311
63000 0.0474795144054819 2.89560504860414 -1954815.19276122
63500 0.0474795144054819 2.94222219786181 -1954700.80213631
64000 0.0479872601710687 2.93801190017758 -1954690.72698485
64500 0.0479872601710687 2.9757436808678 -1954511.23750852
65000 0.0484950059366554 2.97714514672472 -1954572.87683486
65500 0.0484950059366554 3.02091772152727 -1954425.99504541
66000 0.0490027517022422 3.01376044388956 -1954392.53527142
66500 0.0490027517022422 3.06019755227544 -1954248.03946803
67000 0.049510497467829 3.054309167293 -1954251.00460202
67500 0.049510497467829 3.09835296852039 -1954131.32269866
68000 0.0500182432334157 3.097505837607 -1954140.4333156
68500 0.0500182432334157 3.13444415528387 -1953957.56194482
69000 0.0505259889990025 3.13401841656171 -1953973.59468239
69500 0.0505259889990025 3.17769641940551 -1953847.97124347
70000 0.0510337347645893 3.17395822277669 -1953807.13820861
70500 0.0510337347645893 3.21342677827264 -1953652.38688847
71000 0.0515414805301759 3.2141214533717 -1953685.65985518
71500 0.0515414805301759 3.25399536800746 -1953519.68523217
72000 0.0520492262957627 3.25395949932936 -1953529.07473941
72500 0.0520492262957627 3.29634367463908 -1953386.88135873
73000 0.0525569720613495 3.29165807173648 -1953358.29889109
73500 0.0525569720613495 3.32965226505398 -1953228.76724272
74000 0.0530647178269362 3.32559582622464 -1953210.49135256
74500 0.0530647178269362 3.368171886245 -1953063.61401903
75000 0.053572463592523 3.36529949393504 -1953069.51267472
75500 0.053572463592523 3.40586981454272 -1952937.07356044
76000 0.0540802093581098 3.40374445875477 -1952938.69486833
76500 0.0540802093581098 3.43658597451095 -1952715.84895757
77000 0.0545879551236965 3.43932001707012 -1952751.92263001
77500 0.0545879551236965 3.48293964262861 -1952631.16050353
78000 0.0550957008892833 3.4796827777102 -1952610.87833257
78500 0.0550957008892833 3.51351685762095 -1952414.32434059
79000 0.0556034466548701 3.5121396787815 -1952454.4123297
79500 0.0556034466548701 3.54754266637261 -1952269.4949653
80000 0.0561111924204567 3.54957025104577 -1952279.88657745
80500 0.0561111924204567 3.59269282055189 -1952167.71721886
81000 0.0566189381860435 3.58104823958809 -1952082.4250213
81500 0.0566189381860435 3.62487582992914 -1951973.42444038
82000 0.0571266839516304 3.62166403008307 -1951961.38176161
82500 0.0571266839516304 3.66108573676705 -1951786.93917727
83000 0.057634429717217 3.65846470876371 -1951783.32773443
83500 0.057634429717217 3.69551366560844 -1951642.18977564
84000 0.0581421754828038 3.69578576397551 -1951651.34963643
84500 0.0581421754828038 3.73360191710916 -1951454.53910505
85000 0.0586499212483906 3.73246995208032 -1951460.45852518
85500 0.0586499212483906 3.77102935737152 -1951312.03719334
86000 0.0591576670139773 3.76444425857724 -1951253.46553842
86500 0.0591576670139773 3.8082455093859 -1951142.7887515
87000 0.0596654127795641 3.80211068584674 -1951128.36396262
87500 0.0596654127795641 3.84207761668068 -1950964.79449726
88000 0.0601731585451509 3.83504880248045 -1950950.36892863
88500 0.0601731585451509 3.87709949276083 -1950811.34338125
89000 0.0606809043107376 3.87789274553006 -1950833.0541241
89500 0.0606809043107376 3.91164405221015 -1950627.40474074
90000 0.0611886500763244 3.91249195421825 -1950692.05121119
90500 0.0611886500763244 3.94768797543463 -1950463.35316842
91000 0.0616963958419112 3.943933354414 -1950448.39629911
91500 0.0616963958419112 3.98574272461815 -1950315.11802647
92000 0.0622041416074978 3.98666991849137 -1950340.33562786
92500 0.0622041416074978 4.02095927323347 -1950137.06449665
93000 0.0627118873730846 4.01386844902474 -1950121.30447311
93500 0.0627118873730846 4.0529601821413 -1949945.09493154
94000 0.0632196331386714 4.04853597520342 -1949946.84036536
94500 0.0632196331386714 4.08297226600342 -1949736.10282033
95000 0.0637273789042581 4.08261311499324 -1949741.59671767
95500 0.0637273789042581 4.1224355536653 -1949589.16388366
96000 0.0642351246698449 4.11507937302501 -1949597.68765792
96500 0.0642351246698449 4.15560737473041 -1949446.90674376
97000 0.0647428704354317 4.1551263556284 -1949427.45773039
97500 0.0647428704354317 4.18912255340317 -1949254.09376513
98000 0.0652506162010184 4.18900974053907 -1949261.15659737
98500 0.0652506162010184 4.22318473345793 -1949046.29204099
99000 0.0657583619666052 4.22474974953303 -1949105.49810656
99500 0.0657583619666052 4.25402556364499 -1948860.5621278
100000 0.066266107732192 4.25558349195058 -1948912.40129133
100500 0.066266107732192 4.2917457269083 -1948712.8777502
101000 0.0667738534977786 4.28732209314027 -1948701.00290987
101500 0.0667738534977786 4.3246093087804 -1948528.73228718
102000 0.0672815992633655 4.32239404391411 -1948534.90153612
102500 0.0672815992633655 4.35964569222504 -1948327.21451024
103000 0.0677893450289523 4.35692954052026 -1948356.51754754
103500 0.0677893450289523 4.39071553358697 -1948161.54922977
104000 0.0682970907945389 4.38860846249244 -1948165.69154205
104500 0.0682970907945389 4.42372701943691 -1948043.49174147
105000 0.0688048365601257 4.42194071824682 -1947976.29332301
105500 0.0688048365601257 4.45578288352872 -1947805.80780583
106000 0.0693125823257125 4.45509445921993 -1947848.76906918
106500 0.0693125823257125 4.48923284895316 -1947638.59165366
107000 0.0698203280912992 4.48816947243141 -1947633.24552682
107500 0.0698203280912992 4.51956623750548 -1947468.68177577
108000 0.070328073856886 4.52026380336132 -1947440.8592655
108500 0.070328073856886 4.5530728196857 -1947260.98392318
109000 0.0708358196224728 4.55263068385909 -1947253.47083016
109500 0.0708358196224728 4.58707723611943 -1947109.48010666
110000 0.0713435653880596 4.58653346268818 -1947088.01057978
110500 0.0713435653880596 4.62347338746537 -1946934.55051192
111000 0.0718513111536463 4.61743387561109 -1946920.09262856
111500 0.0718513111536463 4.65169243879074 -1946750.66360782
112000 0.0723590569192331 4.65022030463094 -1946740.52780501
112500 0.0723590569192331 4.67792108821067 -1946510.04273128
113000 0.0728668026848199 4.68386561702576 -1946568.14387842
113500 0.0728668026848199 4.71302010691182 -1946338.57438874
114000 0.0733745484504065 4.71295307905067 -1946384.72185311
114500 0.0733745484504065 4.74125679898817 -1946148.08014804
115000 0.0738822942159933 4.74209124287295 -1946165.74812288
115500 0.0738822942159933 4.77933761577554 -1945994.56569876
116000 0.0743900399815801 4.7767427035389 -1946008.71266132
116500 0.0743900399815801 4.80703035822934 -1945803.28569405
117000 0.0748977857471668 4.80394522006433 -1945818.55508359
117500 0.0748977857471668 4.83647870313465 -1945630.56894795
118000 0.0754055315127536 4.83200895890408 -1945612.44313554
118500 0.0754055315127536 4.86443277809674 -1945441.03353129
119000 0.0759132772783404 4.86972845445276 -1945513.20336384
119500 0.0759132772783404 4.90017337748601 -1945287.03325882
120000 0.0764210230439271 4.89747309060462 -1945313.48607654
120500 0.0764210230439271 4.93107962218164 -1945141.55056354
121000 0.0769287688095139 4.92780981532742 -1945137.55027093
121500 0.0769287688095139 4.96192982348707 -1944990.05091451
122000 0.0774365145751007 4.95269522732369 -1944971.40084293
122500 0.0774365145751007 4.98483720755822 -1944813.32427165
123000 0.0779442603406874 4.97722235059935 -1944807.26987039
123500 0.0779442603406874 5.00950414001863 -1944601.69308877
124000 0.0784520061062742 5.00768119447421 -1944651.8726352
124500 0.0784520061062742 5.03570311123204 -1944470.86650772
125000 0.078959751871861 5.02798681451351 -1944451.83016799
125500 0.078959751871861 5.04969289391516 -1944244.22208973
126000 0.0794674976374476 5.04307531409364 -1944315.92106743
126500 0.0794674976374476 5.06905226426396 -1944184.86981937
127000 0.0799752434030344 5.05159460208825 -1944174.0020847
127500 0.0799752434030344 5.07065422229527 -1944006.7916698
128000 0.0804829891686212 5.06231600312911 -1944109.27709504
128500 0.0804829891686212 5.07156694141353 -1943855.61225633
129000 0.0809907349342079 5.05631394340694 -1943952.58096887
129500 0.0809907349342079 5.06935665316744 -1943774.00307752
130000 0.0814984806997947 5.05306551222833 -1943862.3643279
130500 0.0814984806997947 5.06807167450901 -1943707.29497851
131000 0.0820062264653815 5.04818559536452 -1943739.97082236
131500 0.0820062264653815 5.06178863329215 -1943545.71174644
132000 0.0825139722309682 5.04918104271693 -1943633.49912551
132500 0.0825139722309682 5.06147095164297 -1943414.2886349
133000 0.083021717996555 5.05318337129488 -1943518.42602862
133500 0.083021717996555 5.07156744412606 -1943388.25564756
134000 0.0835294637621418 5.05196862740771 -1943397.76371473
134500 0.0835294637621418 5.07330514493274 -1943235.8634588
135000 0.0840372095277284 5.05882099903883 -1943288.10053081
135500 0.0840372095277284 5.07862124797367 -1943117.21725868
136000 0.0845449552933152 5.06584129497498 -1943109.25919732
136500 0.0845449552933152 5.08782830955956 -1942961.76050429
137000 0.085052701058902 5.07634185100383 -1943057.37626911
137500 0.085052701058902 5.09435999260731 -1942855.91880365
138000 0.0855604468244887 5.08084506627195 -1942907.26151496
138500 0.0855604468244887 5.09831652971605 -1942784.02980119
139000 0.0860681925900755 5.0835950135849 -1942822.28756323
139500 0.0860681925900755 5.10705364463761 -1942694.29008434
140000 0.0865759383556623 5.08683320348656 -1942704.21231635
140500 0.0865759383556623 5.11055811304269 -1942569.37326748
141000 0.087083684121249 5.0911959569956 -1942648.69985352
141500 0.087083684121249 5.10645040198134 -1942501.30282536
142000 0.0875914298868358 5.08999692487389 -1942566.44044262
142500 0.0875914298868358 5.10844405103954 -1942457.68789043
143000 0.0880991756524226 5.0845081689803 -1942451.20030163
143500 0.0880991756524226 5.10501542285159 -1942308.51018971
144000 0.0886069214180092 5.08221015433617 -1942379.53424189
144500 0.0886069214180092 5.10317149039491 -1942277.72734851
145000 0.089114667183596 5.07942383688413 -1942258.97419082
145500 0.089114667183596 5.09591511806073 -1942119.46187929
146000 0.0896224129491829 5.07948833398889 -1942216.84281205
146500 0.0896224129491829 5.09336386916932 -1942051.53131922
147000 0.0901301587147695 5.07500393323784 -1942080.7870936
147500 0.0901301587147695 5.09143337902849 -1941979.12493174
148000 0.0906379044803563 5.06751626104501 -1941956.54398843
148500 0.0906379044803563 5.08419222475199 -1941854.757468
149000 0.0911456502459431 5.07013631979838 -1941870.79489398
149500 0.0911456502459431 5.08702389778423 -1941745.93222472
150000 0.0916533960115298 5.07319804639763 -1941834.44255106
150500 0.0916533960115298 5.07509574964888 -1941589.58673666
151000 0.0921611417771166 5.05992127158915 -1941683.62204377
151500 0.0921611417771166 5.08098063190761 -1941556.26585011
152000 0.0926688875427034 5.05815955591851 -1941624.68661798
152500 0.0926688875427034 5.07441340436155 -1941512.4577756
153000 0.0931766333082901 5.04311335789765 -1941551.63671402
153500 0.0931766333082901 5.04598762720733 -1941463.0162616
154000 0.0936843790738769 5.01266895333758 -1941538.22695698
154500 0.0936843790738769 5.01833562686657 -1941491.50190036
155000 0.0941921248394637 4.97989366379108 -1941533.34863357
155500 0.0941921248394637 4.97664716569829 -1941444.38228016
156000 0.0946998706050503 4.93786268249101 -1941596.04312009
156500 0.0946998706050503 4.92902312161518 -1941517.19839431
157000 0.0952076163706371 4.88787904042793 -1941650.80647231
157500 0.0952076163706371 4.88309655034802 -1941625.80779063
158000 0.0957153621362239 4.83587926789717 -1941749.14628098
158500 0.0957153621362239 4.81290761021383 -1941698.94297803
159000 0.0962231079018106 4.75577754071501 -1941846.34051605
159500 0.0962231079018106 4.72891041771123 -1941789.01796239
160000 0.0967308536673974 4.66110452681826 -1941971.32437163
160500 0.0967308536673974 4.63045506918151 -1942012.8541482
161000 0.0972385994329842 4.56316102906302 -1942204.17916518
161500 0.0972385994329842 4.5253264363702 -1942208.53924956
162000 0.0977463451985709 4.45627754483645 -1942455.7814087
162500 0.0977463451985709 4.41686007022904 -1942535.62493862
163000 0.0982540909641577 4.33253250746495 -1942737.14471328
163500 0.0982540909641577 4.28357508859541 -1942759.58088361
164000 0.0987618367297445 4.20665173873856 -1943002.64477657
164500 0.0987618367297445 4.15444091021285 -1943020.92870853
165000 0.0992695824953311 4.071108755934 -1943292.80232248
165500 0.0992695824953311 4.017705571571 -1943352.85707936
166000 0.099777328260918 3.93568583037596 -1943637.11890246
166500 0.099777328260918 3.87923178442026 -1943729.16525464
167000 0.100285074026505 3.78725466361771 -1943927.92308426
167500 0.100285074026505 3.7362000802131 -1944052.26743474
168000 0.100792819792091 3.64734639422037 -1944276.52381351
168500 0.100792819792091 3.58828422093889 -1944390.07993973
169000 0.101300565557678 3.49733079020373 -1944630.14757594
169500 0.101300565557678 3.44007076525556 -1944741.3814622
170000 0.101808311323265 3.35559354701782 -1944980.36419422
170500 0.101808311323265 3.29685373705796 -1945046.09046331
171000 0.102316057088852 3.22026600477307 -1945317.56727508
171500 0.102316057088852 3.17440344424948 -1945331.02204682
172000 0.102823802854438 3.10307687431 -1945613.37996596
172500 0.102823802854438 3.06126556353514 -1945662.17838919
173000 0.103331548620025 2.98776982855193 -1945847.63269397
173500 0.103331548620025 2.95253524523295 -1945888.72693124
174000 0.103839294385612 2.88405877094597 -1946080.49847777
174500 0.103839294385612 2.86267341912676 -1946147.7272901
175000 0.104347040151199 2.80324239970897 -1946343.13721389
175500 0.104347040151199 2.7810495710128 -1946402.53933833
176000 0.104854785916786 2.72638029776917 -1946590.92152436
176500 0.104854785916786 2.70323024899766 -1946670.21133787
177000 0.105362531682372 2.63859709430442 -1946806.90409457
177500 0.105362531682372 2.61875817553244 -1946887.61067676
178000 0.105870277447959 2.55883646178673 -1947076.16496832
178500 0.105870277447959 2.53658497252198 -1947127.12250404
179000 0.106378023213546 2.48337913284178 -1947273.29947435
179500 0.106378023213546 2.46670094010556 -1947332.12891731
180000 0.106885768979133 2.41554855717347 -1947517.55141364
180500 0.106885768979133 2.39297624749563 -1947576.68183597
181000 0.107393514744719 2.33055079949909 -1947691.83235279
181500 0.107393514744719 2.31788046995782 -1947763.23051882
182000 0.107901260510306 2.26544897371601 -1947869.74155021
182500 0.107901260510306 2.25761358374053 -1947890.0746986
183000 0.108409006275893 2.21191978182051 -1947998.46114117
183500 0.108409006275893 2.20586608027137 -1948036.09336457
184000 0.10891675204148 2.16184581178544 -1948153.03168566
184500 0.10891675204148 2.16479309600411 -1948129.80658287
185000 0.109424497807066 2.12481057867569 -1948184.06977594
185500 0.109424497807066 2.12948831943104 -1948183.45430127
186000 0.109932243572653 2.09709955674254 -1948296.92150289
186500 0.109932243572653 2.11630548795993 -1948306.63951674
187000 0.11043998933824 2.09936429991695 -1948413.93589762
187500 0.11043998933824 2.11926143447824 -1948369.09956695
188000 0.110947735103827 2.09615249720475 -1948449.4520638
188500 0.110947735103827 2.1116966433685 -1948401.89133423
189000 0.111455480869413 2.09146995007825 -1948493.58520821
189500 0.111455480869413 2.09456586609189 -1948461.85401308
190000 0.111963226635 2.06518944993658 -1948480.73505573
190500 0.111963226635 2.08036443021414 -1948457.90998836
191000 0.112470972400587 2.04768650834419 -1948548.88938166
191500 0.112470972400587 2.05551312741054 -1948499.59200576
192000 0.112978718166174 2.03535334776704 -1948602.36235884
192500 0.112978718166174 2.04895299961623 -1948544.17058135
193000 0.11348646393176 2.02084235421829 -1948573.29482902
193500 0.11348646393176 2.03264816394475 -1948560.68120349
194000 0.113994209697347 2.00941849497862 -1948567.35787652
194500 0.113994209697347 2.02456115308934 -1948545.77450261
195000 0.114501955462934 2.00416513851771 -1948589.38283412
195500 0.114501955462934 2.03005968143954 -1948560.27662627
196000 0.115009701228521 2.00483898327618 -1948612.54130631
196500 0.115009701228521 2.01646744599677 -1948535.29968422
197000 0.115517446994107 1.99300892150083 -1948626.61217965
197500 0.115517446994107 2.00083957102754 -1948578.33935189
198000 0.116025192759694 1.97662612355339 -1948648.19695985
198500 0.116025192759694 1.98588278025943 -1948579.5289175
199000 0.116532938525281 1.95556687757184 -1948611.17277755
199500 0.116532938525281 1.9714258865198 -1948612.32960253
200000 0.117040684290868 1.94237317527022 -1948602.56427909
200500 0.117040684290868 1.96049394082261 -1948603.59912907
201000 0.117548430056455 1.93996498668021 -1948642.97352434
201500 0.117548430056455 1.95539633978003 -1948571.66561153
202000 0.118056175822041 1.93220708877105 -1948620.92426557
202500 0.118056175822041 1.9511540261897 -1948580.01346671
203000 0.118563921587628 1.92725706931807 -1948624.16505215
203500 0.118563921587628 1.94194301931254 -1948600.9521653
204000 0.119071667353215 1.9120703433239 -1948637.49119575
204500 0.119071667353215 1.92982008863863 -1948602.19297034
205000 0.119579413118801 1.90905072285327 -1948657.43937664
205500 0.119579413118801 1.92203717860223 -1948587.32211796
206000 0.120087158884388 1.90792345837942 -1948683.09266867
206500 0.120087158884388 1.93201486151658 -1948620.1257297
207000 0.120594904649975 1.90183118732527 -1948645.12702567
207500 0.120594904649975 1.91963551801514 -1948588.16538449
208000 0.121102650415562 1.90097129411972 -1948655.888173
208500 0.121102650415562 1.91516103879945 -1948619.08797114
209000 0.121610396181149 1.88281413488132 -1948686.68018175
209500 0.121610396181149 1.89847457229718 -1948650.11577218
210000 0.122118141946735 1.87145801829931 -1948685.63811558
210500 0.122118141946735 1.88640140519384 -1948654.1506662
211000 0.122625887712322 1.85056565486716 -1948692.77385629
211500 0.122625887712322 1.86251622762157 -1948643.53384766
212000 0.123133633477909 1.83618020257081 -1948644.72508667
212500 0.123133633477909 1.85168635846034 -1948652.03378898
213000 0.123641379243496 1.82590649768917 -1948683.92242807
213500 0.123641379243496 1.84396425162945 -1948673.5734101
214000 0.124149125009082 1.81845071436708 -1948684.74329537
214500 0.124149125009082 1.82807438927409 -1948650.43773514
215000 0.124656870774669 1.80166926581889 -1948664.92462154
215500 0.124656870774669 1.81923836909757 -1948703.18889875
216000 0.125164616540256 1.79508520871538 -1948677.71169838
216500 0.125164616540256 1.82244056190884 -1948669.28814688
217000 0.125672362305843 1.79954336718872 -1948713.43687743
217500 0.125672362305843 1.82305174538853 -1948667.54125732
218000 0.126180108071429 1.79618333414777 -1948678.38551665
218500 0.126180108071429 1.81327239239372 -1948663.0710936
219000 0.126687853837016 1.78563359833537 -1948662.24042465
219500 0.126687853837016 1.80170864130683 -1948686.54878005
220000 0.127195599602603 1.76877582157712 -1948749.86373933
220500 0.127195599602603 1.7845809439155 -1948693.19713893
221000 0.12770334536819 1.76090776764806 -1948704.77531258
221500 0.12770334536819 1.7753737300379 -1948693.10656339
222000 0.128211091133776 1.75599440717141 -1948729.89851224
222500 0.128211091133776 1.76921718766538 -1948681.62875001
223000 0.128718836899363 1.74598378598724 -1948734.66163462
223500 0.128718836899363 1.75489420475681 -1948680.63265596
224000 0.12922658266495 1.73479108920484 -1948732.68706009
224500 0.12922658266495 1.75091253746511 -1948665.13649788
225000 0.129734328430537 1.72248956375859 -1948693.34382934
225500 0.129734328430537 1.73319651974725 -1948678.0162025
226000 0.130242074196124 1.70857497177046 -1948758.78952386
226500 0.130242074196124 1.72244359678399 -1948712.16425956
227000 0.13074981996171 1.69519646688982 -1948703.93929444
227500 0.13074981996171 1.71243630172495 -1948730.29379369
228000 0.131257565727297 1.68585179754479 -1948753.8442853
228500 0.131257565727297 1.69880588092885 -1948764.28536165
229000 0.131765311492884 1.67233251783527 -1948776.71791021
229500 0.131765311492884 1.6873094534045 -1948705.88473574
230000 0.13227305725847 1.66491736534619 -1948766.99004072
230500 0.13227305725847 1.67768950472159 -1948725.46184898
231000 0.132780803024057 1.65484278335945 -1948762.04307436
231500 0.132780803024057 1.67146112285582 -1948719.47989889
232000 0.133288548789644 1.64816891772737 -1948757.92957121
232500 0.133288548789644 1.65689782388243 -1948718.07142882
233000 0.133796294555231 1.64177017751416 -1948808.43321721
233500 0.133796294555231 1.66871032624363 -1948719.63947668
234000 0.134304040320818 1.64181919175282 -1948758.87482275
234500 0.134304040320818 1.65460148607744 -1948710.57571919
235000 0.134811786086404 1.63817242557554 -1948823.60904917
235500 0.134811786086404 1.64925976036366 -1948752.39228302
236000 0.135319531851991 1.62514996563589 -1948767.09795111
236500 0.135319531851991 1.63475920497084 -1948714.15721492
237000 0.135827277617578 1.615625120783 -1948739.65840241
237500 0.135827277617578 1.63119276980546 -1948715.66609991
238000 0.136335023383165 1.61587405630198 -1948748.70860427
238500 0.136335023383165 1.626413967696 -1948675.95671671
239000 0.136842769148751 1.60179558911583 -1948739.67458287
239500 0.136842769148751 1.61561259144541 -1948697.50121726
240000 0.137350514914338 1.59544709263944 -1948702.65238592
240500 0.137350514914338 1.6137412798601 -1948689.75596093
241000 0.137858260679925 1.5907613175513 -1948723.66054716
241500 0.137858260679925 1.6039743335863 -1948714.3423944
242000 0.138366006445512 1.58186375494185 -1948742.92251288
242500 0.138366006445512 1.59370014914268 -1948705.6922578
243000 0.138873752211098 1.573730790415 -1948765.13141482
243500 0.138873752211098 1.58207893615419 -1948688.32064116
244000 0.139381497976685 1.55552980805634 -1948747.69261358
